System,stock,Brood.Year,Recruits,X0.1,X0.2,X0.3,X0.4,X0.5,X1.1,X1.2,X1.3,X1.4,X1.5,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,Escapement
Bristol Bay,Egegik,1990,16060318.3594773,0,0,7.3924145889256e-9,6.000117216149481e-9,0,5.1052762792867e-9,393971.17983723,729603.397874664,5081.91515712843,0,73045.6067646731,8809854.6504351,5980914.37495549,32457.5450347705,2909.72803235142,13130.0753043045,19349.886081608,0,2190000
Bristol Bay,Egegik,1991,9948962.32351489,0,4437.38210470837,741.722269616965,312.360153000869,0,1450.2136383428401,1208928.89659698,2874740.51729011,25215.0563763987,0,18657.0438169981,3223466.05149961,2573855.01220895,135.817716266584,0,9062.1179446729,7960.13189924405,0,2786925
Bristol Bay,Egegik,1992,8668646.67381006,955.073498017671,1242.5107387753,10943.3389728656,1620.28441351974,0,63.1647496854004,239876.584152459,531796.340706028,2780.6605942448,0,38890.8738274181,4580342.54383062,3190111.53283995,9411.44106948318,2397.2549131397,38919.2617003516,19295.8078035045,0,1945632
Bristol Bay,Egegik,1993,1936033.99378275,0,0,0.00292806798246104,0,0,3.2135999384712903e-9,117628.642903402,329344.10391587,1.38862724300899,0,30535.0373633574,800145.243182579,653288.021947111,0,0,1217.83436659715,3873.71854851489,0,1520000
Bristol Bay,Egegik,1994,7979478.91419966,0,131.171809030848,1.5238965531818201e-9,0,0,7731.61327614933,249363.128415902,493716.326715755,2.53891288215574,4.35174772764549e-9,67291.0248553182,3805468.74727158,3299275.74998658,21866.7058078661,0,26806.4279155927,7825.47923299765,0,1900000
Bristol Bay,Egegik,1995,7522880.95602616,0,0,0,0.423152146323219,0,3546.44628190767,1495268.13582122,2696123.58303612,18707.3849906365,0,3043.05999239065,1726750.27502771,1539472.47498478,13866.2393015284,0,11312.0012296354,14790.9322080671,0,1266692
Bristol Bay,Egegik,1996,4161327.82893679,0,0,0,0,0,363.424524889434,412382.557954044,1386366.08215562,21943.9358235991,1.5167680165318e-9,3483.7714829004,542540.181669639,1749165.38584548,3087.50585866513,2445.90011229043,30409.311589648,9139.55890435605,0.213015656059472,1076460
Bristol Bay,Egegik,1997,6063053.15603934,0,0,1.97596185893686,0,0,0,17162.1261780294,177854.741528293,15.5161917377248,0,18742.2858746211,3493430.96881301,2069386.18113183,2145.17180051234,9875.85862991541,233786.730574653,40651.599354884696,0,1104004
Bristol Bay,Egegik,1998,1270513.827572,0,0,0,0,0,1.58076948838586,20334.5866728331,76433.635755037,3.03085665828841,0,12649.3265510701,490761.377167058,654091.752303933,954.206716835473,89.1577399621296,15139.1570236541,56.0160154707099,0,1110938
Bristol Bay,Egegik,1999,13004573.6527384,0,0.386150112917131,0,0,0,0,162299.808215507,395983.316397645,207.316354514569,0,171813.956523938,9207076.01868299,3035602.31866861,2034.5030310792,0,18602.3165220426,10953.7121919431,0,1730000
Bristol Bay,Egegik,2000,12037969.4869112,0,0,0.4730395938071,0,0,542.222255996593,1302473.62393083,2432554.43428977,33426.0203414768,0,25104.9157361549,3546271.31298221,4647480.75583796,23089.7187714509,0,18902.4396946394,8123.57003110408,0,1032138
Bristol Bay,Egegik,2001,4786179.93314364,0,0,0.524640857122555,1765.23586679466,0,0,292655.805574131,797157.916885736,458.718141125057,3.32458047471489e-9,47658.7306920056,1585956.61028939,2059102.14848678,3.3217002073012303e-9,0,919.503272781277,504.73929403023,0,968872
Bristol Bay,Egegik,2002,5292215.43121118,0,0,246.447729882039,0,0,27641.4097930203,1450971.28166601,2203107.66731632,1520.44353693852,0,45866.3992286875,1050682.28676067,511617.566211839,4.43860439106627e-8,0,561.928967763317,0,0,1036092
Bristol Bay,Egegik,2003,8801515.97833935,0,0,0,3.3217002073012303e-9,0,19080.6144213365,1984955.74038946,2552431.04308303,18806.4585542119,0,41158.6916349411,1926995.45842106,2245895.78168719,5191.34149546036,0,4979.08164040018,2021.76701225957,0,1150000
Bristol Bay,Egegik,2004,14139681.1195942,0,0,3.32312716231058e-9,0,0,23434.3713561369,2789827.27312319,3459265.92735207,4.69103838556098e-9,0,39826.9787051398,6022979.23881917,1767627.19960324,375.097890835337,2270.42579910682,26666.7493505278,7407.85759480064,0,1290000
Bristol Bay,Egegik,2005,6185027.12178944,0,0,0,3.1273589233668203e-9,0,4350.02820269318,470725.912920338,202329.242340627,19.3586781717316,0,36928.6230911097,2866201.43686753,2550952.98487324,6192.51635238145,739.501153505976,33876.2193466646,12711.2979631756,0,1621734
Bristol Bay,Egegik,2006,3573976.31690727,0,0,3.1252800836567204e-9,2.5717631864888104e-9,0,7819.50035493107,144943.023788434,253935.80865245,1720.04856738097,3.67829384284389e-7,121161.372517706,1632027.24427534,1370541.08966448,1.45288360147696e-8,317.090178031256,29958.3957552622,11552.743152858,0,1465158
Bristol Bay,Egegik,2007,6442429.24380496,0,0,2.57111953659633e-9,2.8710415520939404e-9,0,8768.60212613613,53088.1178603434,429490.26636868,13.7813159541565,0,71868.1472562349,3377632.46120423,2457309.12044771,4010.97676092283,2175.13560871452,21920.2000567129,16152.4347993101,0,1430000
Bristol Bay,Egegik,2008,3831435.65382977,0,0,1041.55888811593,1.86799320159433e-8,0,317.09017605065,630407.672886358,1090910.8896669,16.0596253710314,0,58269.8801653933,1104841.6710454,943565.494165982,0,1581.7737002089,483.56350996682,0,0,1260000
Bristol Bay,Egegik,2009,4507820.60767909,0,0,0,0,0,5486.43360982431,305233.880903563,488974.666187378,8427.64420514637,0,122199.46925165,2763497.81493963,785871.798473867,4.41986000970824e-9,7959.83490829573,20169.0651997259,4.45752417487103e-9,0,1150000
Bristol Bay,Egegik,2010,9911386.77492747,0,0,990.815485980707,0,0,10191.8428035865,537683.00048149,671671.932151924,4.41986000970824e-9,0,274215.928480775,5984739.94547245,2345583.7658858,0,18840.545925236,54555.8925257666,12913.1057144599,0,927000
Bristol Bay,Egegik,2011,9363508.64880059,0,7212.4344427028,1969.76067164231,0,0,36548.0213264852,444733.708675485,1095740.23201025,4106.94961929551,0.140892024300811,532951.359770309,3901937.6373978,3275009.22786268,17.3885323943708,1227.02802571272,42412.7934605158,19641.9661132937,0,961200
Bristol Bay,Egegik,2012,9571848.71706192,0,0,0,0,0,38196.9851487176,1977511.29768959,1278331.31161235,2657.49168508189,0,353152.036129019,4775925.40722803,1137566.6002938,0,2469.85270679388,3721.57173843707,2316.16283009307,0,1230000
Bristol Bay,Egegik,2013,6020572.11016761,0,0,0,0,0,162141.358191375,2859582.09145963,1945680.95868316,17.9553134267796,0,88058.609874914,467779.94524718,495688.850694571,0,1622.34070230886,0,0,1.05545447545353e-6,1110000
Bristol Bay,Egegik,2014,5818459.29751655,0,0,0,0,0,102285.982580548,2156590.67326633,2005941.47339356,4.721276255179381e-9,1.05977650384883e-6,73755.4757772283,1280264.21524663,198213.828141818,0.00270927758569238,0,1407.64639798087,1.05477949097798e-6,1.0477141490113e-6,1380000
Bristol Bay,Egegik,2015,25468839.2179607,0,0,0,0,1.05977650384883e-6,295277.618439475,11553433.8341857,12280095.5372487,3.6975913205539e-4,1.04223157253466e-6,66998.6597045834,993180.676330513,279852.891675747,1.0477141490113e-6,0,1.05386757393904e-6,1.04769910514795e-6,1.01690579954789e-6,2160792
Bristol Bay,Egegik,2016,NA,0,0,0,1.05545447545353e-6,1.04223157253466e-6,29390.8851980707,1774510.2812086,222244.908065718,4512.02416320789,1.0157534816967e-6,168096.976623439,2276904.22296279,736199.305380208,2.4992979184287e-4,1.04953336824416e-6,87.203813901882,1.01698421336846e-6,NA,1837260
Bristol Bay,Egegik,2017,NA,0,0,1.05477949097798e-6,1.0477141490113e-6,1.0157534816967e-6,181713.582601216,3928522.7479466,4660092.63050085,23654.8446071369,NA,366575.237912981,6744189.76279688,6832852.76314942,NA,1.04152252413495e-6,1623.84201478672,NA,NA,2600982
Bristol Bay,Egegik,2018,NA,0,1.05386757393904e-6,1.04769910514795e-6,1.01690579954789e-6,NA,294139.354668546,5907225.24612331,6441568.51341488,NA,NA,62869.5801339667,1017403.94675479,NA,NA,1.01548450220041e-6,NA,NA,NA,1608354
Bristol Bay,Egegik,2019,NA,1.04953336824416e-6,1.0471611636405e-6,1.01698421336846e-6,NA,NA,36671.8840398416,265771.61952139,NA,NA,NA,140140.580718749,NA,NA,NA,NA,NA,NA,NA,2340000
Bristol Bay,Egegik,2020,NA,1.04152252413495e-6,1.01675053915235e-6,NA,NA,NA,91287.913764004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389728
Bristol Bay,Egegik,2021,NA,1.01548450220041e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832196
Bristol Bay,Egegik,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786152
Bristol Bay,Egegik,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562700
Bristol Bay,Egegik,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114008
Bristol Bay,Igushik,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Bristol Bay,Igushik,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA
Bristol Bay,Igushik,1957,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,9213.01055497662,0,NA,0,0,0,NA
Bristol Bay,Igushik,1958,NA,NA,NA,NA,0,0,NA,NA,37356.7304107639,0,0,NA,14002.1694942169,13488.279684912,0,0,0,0,0,NA
Bristol Bay,Igushik,1959,NA,NA,NA,8.50064278709058e-10,7.02969627072877e-8,0,NA,75778.7868724637,90589.3051455239,0,0,6.07240745511028e-10,45064.4314373949,16193.6668770054,0,0,0,0,0,NA
Bristol Bay,Igushik,1960,NA,NA,0,263.850568283032,0,0,6.07240745511028e-10,41541.8841299536,225973.2496451,8.94363532372869e-10,0,106.338716830564,26634.6342561283,29630.3018288748,0,0,8.94363532372869e-10,0,0,NA
Bristol Bay,Igushik,1961,NA,0,6.37365395189903e-10,78.1022539671824,0,0,0,28373.4417361015,253124.41199417599,210.564834052736,0,0,9652.72716855057,9303.37438129663,0,0,0,0,0,NA
Bristol Bay,Igushik,1962,NA,0,0,860.108546994374,2.7429974320046504e-9,0,0,16810.8725739052,200761.539802834,1.3703135394069601e-9,0,0,5143.6676018194,5541.26055409494,0,0,0,5.21621631999123e-9,0,NA
Bristol Bay,Igushik,1963,368205.122066703,0,0,292.211728214678,1.3703135394069601e-9,0,0,196557.533604264,137345.660903698,0,0,0,22418.4062805172,11591.309550007,0,0,0,0,0,92184
Bristol Bay,Igushik,1964,583059.500180181,0,104.711145004369,506.851533715247,0,0,0,124313.039761216,325005.492834017,0,0,261.393820069712,103991.00089101,28877.0101951486,0,0,0,0,0,128532
Bristol Bay,Igushik,1965,810919.527577424,0,1.4845061060071e-9,4.70731716724397e-9,0,0,299.103495843334,319406.427166208,270050.316174651,2.9006404612666902e-9,0,4.451303712057011e-9,168321.36908596999,52842.3116547371,0,0,0,0,0,180840
Bristol Bay,Igushik,1966,301093.430575705,0,3.30751460755907e-9,1.7963075601650702e-9,2.9006404612666902e-9,0,3.1795026519644403e-9,54400.7340562783,232636.801883326,122.030703500649,2.02494089736047e-7,1.5928381912749602e-9,5391.59210030622,8481.55094435131,1.1248904551866402e-9,0,0,60.7208877258421,0,206360
Bristol Bay,Igushik,1967,125744.849381645,0,356.184821022447,429.69371884676,0,1.97330788261211e-7,0,43478.9860461826,59860.6591918687,58.9860052204481,0,8.533299303196101e-10,10883.8954089287,10676.4441893771,0,0,0,0,0,281772
Bristol Bay,Igushik,1968,158922.719262924,0,451.827891038901,166.989383736998,31.2278851172061,0,0,48449.7681851427,101707.189732778,887.865182096085,0,0,513.266387286797,6714.58461572676,0,0,0,0,0,194508
Bristol Bay,Igushik,1969,476722.22685709,0,0,88.4790078301429,0,0,0,829.533383091696,107254.421787998,1386.84784886319,0,0,278332.375578764,88830.5692505424,0,0,0,0,0,512328
Bristol Bay,Igushik,1970,287435.695091682,0,0,321.21373948027,0,0,0,36787.9445782532,144568.441138254,8.34856092190628e-10,0,298.992077003859,62987.4091691747,42459.3963630278,12.298026486514,0,0,0,0,370920
Bristol Bay,Igushik,1971,259415.093327239,0,1.43932443486355e-9,1291.32149034685,0,0,0,58279.2225364672,131521.320378435,196.768423784875,0,0,39332.8451467917,28793.6153514122,0,0,0,0,0,210960
Bristol Bay,Igushik,1972,232049.467502464,0,92.9077585464432,913.224894793854,61.4901324331121,6.8240182229045505e-9,0,93770.5369866114,117096.707203979,4097.36135736092,0,0,5305.52015900562,10711.7190097259,0,0,0,0,0,60018
Bristol Bay,Igushik,1973,451999.766575413,0,8.35075512820094e-10,1278.99475459811,865.597666473774,0,0,17240.5616842293,399007.257949503,1.7811308573934901e-9,0,0,14680.6842638902,18926.6702567137,0,0,1.7811308573815202e-9,0,0,59508
Bristol Bay,Igushik,1974,1267129.88809994,0,49.1921059467065,1355.72766523347,0,0,0,412982.632763605,589284.885596081,1192.41136576914,0,1369.90118221058,240732.706675805,20162.4307452916,0,0,0,0,0,358752
Bristol Bay,Igushik,1975,2810903.3498592,0,134.238659733722,2.13735702923718e-9,0,0,7.58211322778807e-10,543521.457723918,1835021.79251667,1199.29685695643,0,0,119242.057999071,311784.506102853,0,0,0,0,0,241086
Bristol Bay,Igushik,1976,1354666.65250916,0,1.7811308573815202e-9,2.28627549153833e-9,0,2.8286473599264e-9,0,412827.840965349,741008.261781636,8896.93901643522,0,4261.01192668877,106555.087916822,80921.1451061934,196.365796025522,0,0,0,0,186120
Bristol Bay,Igushik,1977,830426.157793119,0,0,2917.04090927977,9.42882105258452e-10,0,773.450480866256,174666.611159413,585308.29028396,46620.8967216309,0,1.20343151215038e-9,5599.93764369033,14539.9305942744,0,0,2.00730767973892e-9,0,0,95970
Bristol Bay,Igushik,1978,562274.921633802,0,0,9.428821186658961e-10,1.08374730910317e-8,0,0,36010.9673169403,368460.015244344,72.9350434237143,0,0,146031.241001022,11699.7630280599,0,0,0,0,0,536154
Bristol Bay,Igushik,1979,896475.79562251,0,9.42882097176507e-10,196.365795996221,2.8405933884165704e-9,0,9.42882055455009e-10,611311.972648797,263564.849421988,1.34971261714412e-9,0,0,10184.308465902,11078.4693004255,0,0,139.829989395492,0,0,859560
Bristol Bay,Igushik,1980,443803.166703739,0,1.2043846082603302e-9,6.55517515563815e-10,1.34971261714412e-9,0,0,14270.1654453668,353924.090564759,1.36021088766494e-9,0,0,34536.6613368393,41072.2493567692,0,0,0,0,0,1987530
Bristol Bay,Igushik,1981,838645.24558437,0,6.55516466268648e-10,2.0245998390390204e-9,1.6322530651979302e-9,0,0,243467.375443037,502783.45522623,51416.1886769236,0,0,6742.42780413489,34235.7984340408,0,0,0,0,0,591144
Bristol Bay,Igushik,1982,346608.038627578,0,1.3497161650951201e-9,6543.61121206381,1.3327555120356e-7,0,0,50848.0992580861,272741.457669263,1044.65956760018,0,0,7066.80258255463,8363.40833787563,0,0,0,0,0,423768
Bristol Bay,Igushik,1983,391104.402289343,0,1151.04486380949,8.635660045549601e-10,27.0039719087989,0,0,105984.417151556,247075.199373522,1685.22922434237,0,0,6210.5613509351,28970.9463532685,0,0,0,0,0,180438
Bristol Bay,Igushik,1984,522953.388363787,8.16102238462998e-10,5.75714285556212e-10,232.234158408501,1.36053443432536e-9,0,0,30298.4194229752,419160.866030141,3266.73606753546,0,0,52282.1071146441,16033.0906515222,1679.93491855825,0,0,0,0,184872
Bristol Bay,Igushik,1985,1138950.75445401,0,7.35344898649055e-10,6292.8796602537705,9.16850316423885e-10,0,0,395497.523860395,639187.667843652,5888.64259399204,0,0,50115.516454388,41159.6814807239,808.842560601275,0,0,0,0,212454
Bristol Bay,Igushik,1986,1700596.58768832,0,2705.28109341116,8614.62738869241,2212.73448751682,0,0,157348.044964435,1497275.24200159,7474.88474317199,0,0,9445.27791610853,15520.4950934021,0,0,0,0,0,307728
Bristol Bay,Igushik,1987,445514.670168539,0,1606.6307207106,12589.1074267564,1.2080861671452901e-9,0,0,75587.8467581789,338280.673118261,5679.3533697270605,0,0,2144.56089346305,9626.49788143917,1.27693992621878e-9,0,0,0,0,169236
Bristol Bay,Igushik,1988,614897.817730306,0,2.04860493785753e-9,9.06152263567841e-10,91.3608948281795,0,0,105973.281997585,479542.117997172,1658.94876910547,0,0,5733.940598463,21898.1674731482,0,0,0,0,0,170454
Bristol Bay,Igushik,1989,991783.682547156,0,144.841143781883,2990.51043868036,1.27693992621878e-9,0,0,213200.354151432,693503.072953698,5197.71816079957,0,0,48454.0404572186,28293.1452415438,0,0,0,0,0,462000
Bristol Bay,Igushik,1990,1229497.5528373,0,45.6804474145342,3116.15784438149,1.0569667941628901e-9,0,165.670651491918,138197.883361157,883940.866873795,2186.49814563313,6.74349036519306e-8,0,95134.7841836071,106710.011329751,4.83305795313386e-10,0,0,4.83298717389584e-10,0,366000
Bristol Bay,Igushik,1991,983938.792614967,0,9.57614929405963e-10,905.465671363531,9.03988776946727e-10,0,0,170952.823657194,798731.025340402,2463.83262360984,0,0,2065.11765559716,8820.52766679834,6.03768883161146e-10,0,0,0,0,756000
Bristol Bay,Igushik,1992,139561.23869275,0,1.05696011909956e-9,2985.02021338058,4.83305795313386e-10,0,0,30018.2271236571,91713.7599861677,322.660815876385,0,0,5334.91141250786,9186.65914115653,1.79285212466396e-9,0,6.03768592603128e-10,0,0,304920
Bristol Bay,Igushik,1993,358174.418815424,0,9.04071788995778e-10,4.83298717389584e-10,6.03768883161146e-10,0,0,100425.513591718,239150.727432154,1.07571127520893e-9,0,0,13736.6722076451,4861.50558390441,0,0,0,0,0,406000
Bristol Bay,Igushik,1994,659952.734045033,0,0,6.03768594625561e-10,0,0,0,163636.987936597,435418.545791522,1000.86348956776,0,6.037691620358201e-10,42975.8617437235,16920.4750836216,0,0,0,0,0,445920
Bristol Bay,Igushik,1995,1278256.1538545,0,6.03768592603128e-10,0,0,0,6.037691620358201e-10,376061.832221647,881255.914116359,5961.03016022248,0,0,6531.07891277216,8446.29844349383,0,0,0,0,0,473000
Bristol Bay,Igushik,1996,886426.236814742,0,0,0,0,0,0,77031.8964232781,800392.988632161,2786.90965686564,0,0,807.341147153337,5343.9703450639,63.1306102204961,0,0,0,0,401000
Bristol Bay,Igushik,1997,99344.9440826979,0,0,1199.1518253965,0,0,0,1926.56180904292,51668.3298701699,1857.40525811449,9.55406655787382e-10,0,9522.01187852342,33171.4834414478,9.55377142057812e-10,0,0,9.55472064418674e-10,0,127704
Bristol Bay,Igushik,1998,536354.15445129,0,0,0,0,0,1.2230519753463102e-9,130362.457260891,393266.121615957,2298.22421432417,0,4.6097948996003203e-10,2906.78976450378,7520.56159561164,1.12867247876815e-9,0,0,0,0,215904
Bristol Bay,Igushik,1999,362489.537656429,0,0,0,0,0,0,60852.4275762939,146840.919245309,1.12867247876815e-9,0,66.9697353635688,58392.8420601181,96336.3790393421,0,0,0,0,1.2148025059678502e-9,446000
Bristol Bay,Igushik,2000,767785.541536907,0,0,0,0,0,9.94390675147518e-10,53303.0136318962,660546.341476364,3390.73997377947,2.89730580812113e-7,0,12377.2904288214,38168.1560257532,1.2148025059678502e-9,0,0,0,0,413000
Bristol Bay,Igushik,2001,490103.450737403,0,0,0,391.696598652748,0,0,31827.31825472,442819.634474873,2902.69718406513,0,0,7801.61810371995,4360.48612137021,0,1.7576481158934202e-9,0,0,0,409596
Bristol Bay,Igushik,2002,495205.008265333,0,0,1.7576432057543201e-9,0,0,1.1284739664544e-9,235172.32722565,202313.468254466,5339.89007832264,0,0,40568.4355266669,11810.8871802246,0,0,0,0,0,123156
Bristol Bay,Igushik,2003,2088078.26468313,0,1.75764832834001e-9,0,1.69679554073185e-9,0,1.7576481158934202e-9,772529.875114685,1273848.23723212,755.919060135027,0,0,2016.94714179297,38927.2861344,0,0,0,0,0,194088
Bristol Bay,Igushik,2004,1835420.36195103,0,0,1.6967955218702401e-9,0,0,1.21480173285298e-9,596355.805920487,1202309.41578869,1105.8794948386,0,0,16999.2444411081,18650.0163059104,0,0,0,0,0,109650
Bristol Bay,Igushik,2005,1579838.18055274,0,1.13119719165744e-9,0,1.09164562315052e-9,0,1.6967952655060402e-9,326356.128009367,1169822.40676128,2298.42867826128,0,0,28673.866372149,51682.8267310651,8.282049476848401e-10,573.617492156916,430.906508461807,0,0,366000
Bristol Bay,Igushik,2006,1005266.37207463,0,0,1066.22578903408,0,0,1.10618233898646e-9,187979.077791814,782302.549399953,2195.83484509148,0,0,18501.216883357,13221.4673653744,0,0,0,0,0,305268
Bristol Bay,Igushik,2007,608981.017564519,0,1.09163902271005e-9,1.1080813591187702e-9,8.282049476848401e-10,0,0,160642.145531697,422953.075313434,969.744617132663,0,0,16132.629716044,7950.76469971137,332.657686497096,0,0,0,0,415452
Bristol Bay,Igushik,2008,663845.719776258,0,1.1080813716656101e-9,1.2423106107659e-9,0,0,1.15979149481922e-7,52686.8609321367,513178.233217814,2844.02109371285,0,0,38404.991747177,56731.612785297,1.8852155434132e-9,0,0,0,0,1050000
Bristol Bay,Igushik,2009,942097.300893027,0,6.21153745530883e-10,9.58545700894304e-10,1.0393143059579e-9,0,0,132117.475713107,752041.381145879,1.4139116580661101e-9,0,0,56133.8770801535,1804.56695388163,1.64429819201756e-9,0,0,0,0,514188
Bristol Bay,Igushik,2010,1714570.3625076,0,0,1.0393177328336901e-9,0,0,6.39022566349399e-10,567822.62424548,1132808.39252148,1.0961987943400301e-9,0,1.03930486407699e-9,500.242195400093,13439.1035452312,0,0,0,0,0,518040
Bristol Bay,Igushik,2011,1985101.22735734,0,810.74395629305,1.4139071896836e-9,1.64429819201756e-9,0,1.03930486407699e-9,507823.437922088,1460187.56497842,2026.77610243471,0,0,11164.5868371735,3088.11756092064,0,0,0,3.6242824812412504e-9,0,421380
Bristol Bay,Igushik,2012,686078.805641823,0,389.184475234677,1430.56566460453,0,0,9.42662574591764e-10,364111.882177068,312467.766126239,3629.09318410877,0,0,4050.31401456347,3.6242824812412504e-9,0,0,0,0,0,193326
Bristol Bay,Igushik,2013,2092761.88724356,0,0,0,0,0,1.0962000837043e-9,906912.973924536,1180877.04111048,1039.130466997,0,0,678.267913907289,3254.47382660217,0,0,0,0,1.04104104550435e-6,387000
Bristol Bay,Igushik,2014,1857204.27504585,0,0,3.6242824812412504e-9,0,0,1765.7712404928,734903.920107566,1115187.10570215,2.21054056329504,1.04104159612641e-6,3.6242840056302804e-9,5345.26745090508,1.3610164565051601e-9,1.04104104550435e-6,0,0,1.04104060276602e-6,1.04070803272042e-6,341000
Bristol Bay,Igushik,2015,953949.534801716,0,0,0,0,1.04104159612641e-6,3.6242840056302804e-9,233249.00495741,647132.746911311,6322.32560069838,1.04072687744394e-6,1.39057706007834,8176.85129732453,59067.2154516934,1.04070803272042e-6,0,1.04104212459991e-6,1.04070754713903e-6,1.01130783239985e-6,651000
Bristol Bay,Igushik,2016,NA,0,0,0,1.04104104550435e-6,1.04072687744394e-6,850.611166049017,555164.647485415,931969.384524318,2190.7673735462,1.01130813668353e-6,0,11615.2305944871,8675.80817390388,1.01130783239985e-6,1.04103517230535e-6,1.04071156676016e-6,1.0113078507278e-6,NA,469000
Bristol Bay,Igushik,2017,NA,0,0,1.04104060276602e-6,1.04070803272042e-6,1.01130813668353e-6,2072.55117789487,1014243.61805022,2305767.15134334,7047.30338584254,NA,1.04103517230535e-6,4485.74114018722,22302.8848767408,NA,1.04074544631182e-6,1.01130777131043e-6,NA,NA,578700
Bristol Bay,Igushik,2018,NA,0,1.04104212459991e-6,1.9983839119244e-4,1.01130783239985e-6,NA,8.58195416868708e-5,664431.294806549,1022200.03103132,NA,NA,1.04074544631182e-6,24611.4538020387,NA,NA,1.01130726325766e-6,NA,NA,NA,771000
Bristol Bay,Igushik,2019,NA,1.04103517230535e-6,1.04071156676016e-6,1.0113078507278e-6,NA,NA,668.487411154459,303697.423865207,NA,NA,NA,1.01130726325766e-6,NA,NA,NA,NA,NA,NA,NA,256074
Bristol Bay,Igushik,2020,NA,1.04074544631182e-6,1.01130777131043e-6,NA,NA,NA,5.03726871939777e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323814
Bristol Bay,Igushik,2021,NA,1.01130726325766e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878952
Bristol Bay,Igushik,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378768
Bristol Bay,Igushik,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542496
Bristol Bay,Igushik,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692616
Bristol Bay,Kvichak,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Bristol Bay,Kvichak,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1.8201996859403202e-9,0,NA
Bristol Bay,Kvichak,1957,NA,NA,NA,NA,NA,0,NA,NA,NA,1413.21610244131,0,NA,NA,203660.860328176,0,NA,1.21345400704761e-9,1.3628018482204e-4,0,NA
Bristol Bay,Kvichak,1958,NA,NA,NA,NA,0,0,NA,NA,32838.213624788,6053.0501824394,0,NA,139962.01179751,59115.1050911245,0,0,1.1434897327321e-4,6.473107352823231e-9,0,NA
Bristol Bay,Kvichak,1959,NA,NA,NA,0,0,0,NA,236513.573980611,0.036439995883634,6.47313449512368e-9,0,950.676473559803,208488.974788941,5451.3745559352,4.50190478308668e-9,0,2236.30525519212,7.223798926465741e-9,0,NA
Bristol Bay,Kvichak,1960,NA,NA,0,0,0,0,0,1017276.97189771,456190.02356775303,3127.99967308029,0,889149.068436662,47748182.6637247,6282091.61688481,0,0,11625.3620489818,4061.05129856978,0,NA
Bristol Bay,Kvichak,1961,NA,0,1601.85355859636,6.473107352823231e-9,0,0,0,415244.555149864,201592.688239951,8.44619250100869e-9,0,1.61837029032427e-8,2307308.59107592,647560.411770949,4.667522039069811e-9,0,5315.71044876759,2310.7479324383,0,NA
Bristol Bay,Kvichak,1962,NA,0,0,2.70892459800045e-9,0,0,6.4734811635876805e-9,107816.714581953,133172.548187807,5.091842224685541e-9,0,1970.00989565672,4720118.38413218,534851.176298574,0,0,8962.94681129653,3.3645156753465504e-9,0,NA
Bristol Bay,Kvichak,1963,1388215.8615307,0,0,606.383941440542,0,0,0,31231.4774550076,80022.5495135915,1.03661709965015e-8,0,112.552686077263,925528.361375319,336812.838093312,0,0,1.24151444403899e-8,13901.6984659333,0,338760
Bristol Bay,Kvichak,1964,5763514.8080947,0,0,4.6348555450855505e-9,0,0,3244.00764766657,2288423.1753992,288370.729798371,3941.43772677408,0,111881.732630134,2613880.91631318,446099.364717071,0,0,6605.65129380997,1067.79256849026,0,957120
Bristol Bay,Kvichak,1965,45820688.6640769,0,0,0,0,0,23983.4061297159,10321864.2975106,299792.792135706,2.07047318004591e-8,0,485628.761717692,33528680.5191359,1159447.18128052,3.8641979243172705e-9,0,1291.70616674041,6.75827143044441e-9,0,24325926
