# SR DATA LONG FORMAT FILE
# Generated from return table and spawner files
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,BroodYear,Total_Spawners_BroodYear,Total_Recruits,TotRecPerTotSpn
Bristol Bay,Nushagak,1963,234820.8018,214840.5801954013,0.9149128976162167
Bristol Bay,Nushagak,1964,134852.6266,93342.34621552,0.6921804088576796
Bristol Bay,Nushagak,1965,255793.5021,779753.6916945938,3.0483717736885927
Bristol Bay,Nushagak,1966,233577.6147,701565.6784331544,3.0035655571456368
Bristol Bay,Nushagak,1967,74002.81765,227033.084668831,3.0678978433307127
Bristol Bay,Nushagak,1968,142360.4153,344179.47160910536,2.417662739208835
Bristol Bay,Nushagak,1969,95805.0467,493692.390562,5.153093783336154
Bristol Bay,Nushagak,1970,452891.7581,988763.6277005104,2.1832228341903015
Bristol Bay,Nushagak,1971,312699.1781,1010998.912108,3.233135815229698
Bristol Bay,Nushagak,1972,39850.56376,1147979.909249601,28.80711841777972
Bristol Bay,Nushagak,1973,210600.7728,1380189.184293882,6.553580815226153
Bristol Bay,Nushagak,1974,204190.1742,383622.79326317966,1.8787524657647294
Bristol Bay,Nushagak,1975,832092.6013,5995148.83334,7.204905828958968
Bristol Bay,Nushagak,1976,520302.5868,4351923.973728013,8.364217446031759
Bristol Bay,Nushagak,1977,611588.3606,3236088.56651001,5.29128540532596
Bristol Bay,Nushagak,1978,734040.0845,1513724.710790061,2.062182628379419
Bristol Bay,Nushagak,1979,551271.6622,1846152.6233401452,3.348898102203493
Bristol Bay,Nushagak,1980,3669136.414,1210265.698771,0.3298502868830649
Bristol Bay,Nushagak,1981,1118872.875,1976183.9492474608,1.7662274181483404
Bristol Bay,Nushagak,1982,664579.7666,1335148.499500174,2.0090116590982205
Bristol Bay,Nushagak,1983,446845.0461,1548737.9168672,3.4659395474658705
Bristol Bay,Nushagak,1984,655739.2017,761247.3508435,1.1608995601757082
Bristol Bay,Nushagak,1985,551319.2218,1416869.9262070002,2.569962863948525
Bristol Bay,Nushagak,1986,1095241.259,2091754.0783400023,1.9098569024416219
Bristol Bay,Nushagak,1987,429181.6128,1903501.3475,4.435188486015214
Bristol Bay,Nushagak,1988,534459.8784,2557338.623674,4.7849029029641
Bristol Bay,Nushagak,1989,567863.3443,1398722.0701687,2.4631314632447214
Bristol Bay,Nushagak,1990,752513.138,1183336.948979,1.5725133412607608
Bristol Bay,Nushagak,1991,544748.2476,1491481.6462510999,2.737928305087952
Bristol Bay,Nushagak,1992,768816.1441,1212574.0979430026,1.5771964561988736
Bristol Bay,Nushagak,1993,790926.9579,1074278.186489802,1.3582520810039544
Bristol Bay,Nushagak,1994,563334.117,425915.1939845018,0.756061422753314
Bristol Bay,Nushagak,1995,311136.3458,1198477.0471836,3.851935215418346
Bristol Bay,Nushagak,1996,557057.3491,2335512.434761,4.1925888573848455
Bristol Bay,Nushagak,1997,412591.0367,541160.284801,1.3116142539821685
Bristol Bay,Nushagak,1998,507532.2674,2665498.342325006,5.251879562219547
Bristol Bay,Nushagak,1999,344972.2727,1753729.5512100009,5.08368263189403
Bristol Bay,Nushagak,2000,446286.4967,3933358.443565001,8.81352779582094
Bristol Bay,Nushagak,2001,897112.175,2662480.125024002,2.967834122888815
Bristol Bay,Nushagak,2002,349155.3099,2083235.299480002,5.966500409450029
Bristol Bay,Nushagak,2003,642092.8998,2197158.502841003,3.421870111825527
Bristol Bay,Nushagak,2004,543872.2652,1836175.6672140013,3.3761156519698208
Bristol Bay,Nushagak,2005,1106703,1418241.403124,1.2815013631697032
Bristol Bay,Nushagak,2006,548410,1237592.933143001,2.2566928632647127
Bristol Bay,Nushagak,2007,518041,912135.8979110024,1.760740748147352
Bristol Bay,Nushagak,2008,492546,2169869.7782800025,4.40541549069529
Bristol Bay,Nushagak,2009,484149,1285173.2974380034,2.6544995392699424
Bristol Bay,Nushagak,2010,468696,2452553.908578003,5.232717814058586
Bristol Bay,Nushagak,2011,428191,2428916.7291680044,5.672507664028446
Bristol Bay,Nushagak,2012,432438,5114328.845377878,11.826733185746576
Bristol Bay,Nushagak,2013,894148,11990241.582236,13.409683388248924
Bristol Bay,Nushagak,2014,618477,4869879.488550009,7.873986402970537
Bristol Bay,Nushagak,2015,796684,2469476.27053694,3.099693568010579
Bristol Bay,Nushagak,2016,680512,8317064.82853121,12.221775411059923
Bristol Bay,Nushagak,2017,2852308,23459279.92191125,8.224665752054564
Bristol Bay,Nushagak,2018,1247460,6531362.76869618,5.235729216725329
Bristol Bay,Nushagak,2019,709431,1378630.92738611,1.9432910704298374
Bristol Bay,Nushagak,2020,1228059,4416176.71269484,3.596062333075886
Bristol Bay,Nushagak,2021,4697299,7082.96759602,0.0015078809324294664
Bristol Bay,Nushagak,2022,3455272,NA,NA
Bristol Bay,Nushagak,2023,1772676,NA,NA
Bristol Bay,Nushagak,2024,1708693,NA,NA
Bristol Bay,Ugashik,1948,NA,NA,NA
Bristol Bay,Ugashik,1949,NA,NA,NA
Bristol Bay,Ugashik,1950,NA,NA,NA
Bristol Bay,Ugashik,1951,NA,NA,NA
Bristol Bay,Ugashik,1952,NA,NA,NA
Bristol Bay,Ugashik,1953,NA,NA,NA
Bristol Bay,Ugashik,1954,NA,NA,NA
Bristol Bay,Ugashik,1955,NA,NA,NA
Bristol Bay,Ugashik,1956,NA,NA,NA
Bristol Bay,Ugashik,1957,NA,41839.948350700906,NA
Bristol Bay,Ugashik,1958,NA,658576.6378800395,NA
Bristol Bay,Ugashik,1959,NA,493824.32774410653,NA
Bristol Bay,Ugashik,1960,NA,3867460.8428601,NA
Bristol Bay,Ugashik,1961,NA,1220446.4133747437,NA
Bristol Bay,Ugashik,1962,NA,407565.1691622008,NA
Bristol Bay,Ugashik,1963,388254,132741.12158793322,0.3418924765435339
Bristol Bay,Ugashik,1964,472770,274438.3523259046,0.5804902009981695
Bristol Bay,Ugashik,1965,996612,392954.4540144008,0.3942903095832689
Bristol Bay,Ugashik,1966,704436,2388187.3485373007,3.3902119547230702
Bristol Bay,Ugashik,1967,238830,230236.51014326443,0.9640183818752436
Bristol Bay,Ugashik,1968,70896,44949.776447004166,0.6340241543529136
Bristol Bay,Ugashik,1969,160380,89242.78942730045,0.5564458749675798
Bristol Bay,Ugashik,1970,735024,354957.6516512904,0.48291981166776926
Bristol Bay,Ugashik,1971,529752,933113.6044890259,1.7614159162948435
Bristol Bay,Ugashik,1972,79428,273670.8463698669,3.445521055167786
Bristol Bay,Ugashik,1973,38988,102308.23074926145,2.62409538189344
Bristol Bay,Ugashik,1974,61854,757906.5804869139,12.25315388636004
Bristol Bay,Ugashik,1975,429336,4125043.4212750574,9.607960714393988
Bristol Bay,Ugashik,1976,356308,5799361.380108014,16.27625924792038
Bristol Bay,Ugashik,1977,201520,2851872.3328987425,14.151807924269265
Bristol Bay,Ugashik,1978,82435,1194447.8693270043,14.489572018281121
Bristol Bay,Ugashik,1979,1706904,6475977.177060013,3.793990275410927
Bristol Bay,Ugashik,1980,3335284,8061614.3346177,2.4170698311201386
Bristol Bay,Ugashik,1981,1327699,7975585.983799,6.007073880298924
Bristol Bay,Ugashik,1982,1185551,2357324.2219586023,1.9883785867993888
Bristol Bay,Ugashik,1983,1001364,1789219.7862899054,1.7867826148033137
Bristol Bay,Ugashik,1984,1270318,5527548.449598923,4.351310813197108
Bristol Bay,Ugashik,1985,1006407,2817755.810768204,2.7998173808093583
Bristol Bay,Ugashik,1986,1015582,7125068.224393,7.01574882618341
Bristol Bay,Ugashik,1987,686894,7124866.127366053,10.372584601650404
Bristol Bay,Ugashik,1988,654412,5535304.329531,8.4584395297320345
Bristol Bay,Ugashik,1989,1713287,4912241.476902014,2.867144545485966
Bristol Bay,Ugashik,1990,749478,3857005.871366586,5.146256289532963
Bristol Bay,Ugashik,1991,2482016,6677092.312784104,2.690189069201852
Bristol Bay,Ugashik,1992,2194927,3120189.729519502,1.4215460147510608
Bristol Bay,Ugashik,1993,1413454,1357162.5582350036,0.9601745498863095
Bristol Bay,Ugashik,1994,1095068,1583758.188877012,1.446264696691906
Bristol Bay,Ugashik,1995,1321108,5772966.660425215,4.369791614633486
Bristol Bay,Ugashik,1996,692167,1353381.718650966,1.955282061483668
Bristol Bay,Ugashik,1997,656641,3023007.209062737,4.603744221062555
Bristol Bay,Ugashik,1998,924853,1247106.61720304,1.3484376622047396
Bristol Bay,Ugashik,1999,1662042,3670964.6098382776,2.2087074874391126
Bristol Bay,Ugashik,2000,638420,4355277.854357356,6.821963369501827
Bristol Bay,Ugashik,2001,866368,2183330.9364765924,2.5200964676403013
Bristol Bay,Ugashik,2002,905584,4599328.431320663,5.078853459558321
Bristol Bay,Ugashik,2003,790202,6373081.601569506,8.065129677689384
Bristol Bay,Ugashik,2004,815104,4531615.864757703,5.559555424531965
Bristol Bay,Ugashik,2005,799612,5262397.5190528,6.5811887753720555
Bristol Bay,Ugashik,2006,1003158,3402249.619672373,3.391539139071186
Bristol Bay,Ugashik,2007,2599186,3140558.1735810083,1.2082852760752822
Bristol Bay,Ugashik,2008,596332,3163445.3048294033,5.304839091025475
Bristol Bay,Ugashik,2009,1364338,981752.140052914,0.7195813207965431
Bristol Bay,Ugashik,2010,830886,2113275.423729009,2.543399965493472
Bristol Bay,Ugashik,2011,1029853,6740964.447811915,6.545559849621173
Bristol Bay,Ugashik,2012,670578,5917714.563927,8.824796763280334
Bristol Bay,Ugashik,2013,898110,5990615.992664699,6.670247511624076
Bristol Bay,Ugashik,2014,640158,4326718.794165687,6.758829529843705
Bristol Bay,Ugashik,2015,1564638,4144727.544929859,2.649000947778246
Bristol Bay,Ugashik,2016,1635270,7154922.65594207,4.3753769444446915
Bristol Bay,Ugashik,2017,1186446,13919953.27552643,11.732479417964603
Bristol Bay,Ugashik,2018,1167792,4586160.318726132,3.9272064877359423
Bristol Bay,Ugashik,2019,1547748,1513298.1906211001,0.9777419777774549
Bristol Bay,Ugashik,2020,1745940,6386156.55202604,3.6577182217178366
Bristol Bay,Ugashik,2021,2859930,21669.91369102,0.007577078351924697
Bristol Bay,Ugashik,2022,1436784,NA,NA
Bristol Bay,Ugashik,2023,1128896,NA,NA
Bristol Bay,Ugashik,2024,1759776,NA,NA
Bristol Bay,Wood,1948,NA,NA,NA
Bristol Bay,Wood,1949,NA,NA,NA
Bristol Bay,Wood,1950,NA,NA,NA
Bristol Bay,Wood,1951,NA,NA,NA
Bristol Bay,Wood,1952,NA,NA,NA
Bristol Bay,Wood,1953,NA,NA,NA
Bristol Bay,Wood,1954,NA,NA,NA
Bristol Bay,Wood,1955,NA,NA,NA
Bristol Bay,Wood,1956,NA,NA,NA
Bristol Bay,Wood,1957,NA,45045.03773,NA
Bristol Bay,Wood,1958,NA,651053.68831,NA
Bristol Bay,Wood,1959,NA,1738124.7892836097,NA
Bristol Bay,Wood,1960,NA,2748923.9761232766,NA
Bristol Bay,Wood,1961,NA,1684340.4690993999,NA
Bristol Bay,Wood,1962,NA,1550627.133952711,NA
Bristol Bay,Wood,1963,721404,1632021.530057815,2.2622851135533137
Bristol Bay,Wood,1964,1076112,1286902.777158707,1.1958818200695718
Bristol Bay,Wood,1965,675156,2021718.7432105,2.994446828896581
Bristol Bay,Wood,1966,1208682,2290215.0353858145,1.8948036252594267
Bristol Bay,Wood,1967,515772,1054263.5023122,2.044049506976338
Bristol Bay,Wood,1968,649344,1154367.1541662065,1.7777436215106424
Bristol Bay,Wood,1969,604338,989847.971156,1.6379045685626257
Bristol Bay,Wood,1970,1161964,2648101.634341014,2.278987674610413
Bristol Bay,Wood,1971,851202,1425140.3788670048,1.6742681277381923
Bristol Bay,Wood,1972,430602,1338679.2533368545,3.1088551686635326
Bristol Bay,Wood,1973,330474,1460260.4854583289,4.418684935753883
Bristol Bay,Wood,1974,1708836,5893430.310419004,3.448798076830664
Bristol Bay,Wood,1975,1270116,6290687.412184014,4.952844789124784
Bristol Bay,Wood,1976,817008,6587187.196601271,8.062573679329052
Bristol Bay,Wood,1977,561828,3824312.598233096,6.806909940823696
Bristol Bay,Wood,1978,2267238,3117206.8110310235,1.3748917453884522
Bristol Bay,Wood,1979,1706352,4154668.5799610093,2.4348250419380113
Bristol Bay,Wood,1980,2969040,1471792.1175830166,0.49571313205043266
Bristol Bay,Wood,1981,1233318,2231913.480740092,1.8096820777286087
Bristol Bay,Wood,1982,976470,2085370.5684156273,2.135621748149587
Bristol Bay,Wood,1983,1360968,3326753.3864210127,2.444402356573419
Bristol Bay,Wood,1984,1002792,2218667.2234211117,2.2124899514765892
Bristol Bay,Wood,1985,939000,3303323.5249538,3.5179164270008516
Bristol Bay,Wood,1986,818652,4176304.837492,5.1014409510903285
Bristol Bay,Wood,1987,1337172,2897914.1615117,2.1671962630923325
Bristol Bay,Wood,1988,866778,3977921.205992,4.58931953278925
Bristol Bay,Wood,1989,1186410,5106290.771647055,4.3039849391416585
Bristol Bay,Wood,1990,1069440,3554147.6353849997,3.323372639311228
Bristol Bay,Wood,1991,1159920,6110133.073213014,5.267719388589742
Bristol Bay,Wood,1992,1286250,4537941.096505306,3.528039725174193
Bristol Bay,Wood,1993,1180000,3267338.9554970004,2.768931318217797
Bristol Bay,Wood,1994,1470000,5887327.870887369,4.004984946181883
Bristol Bay,Wood,1995,1482162,7844735.6639109,5.292765341380295
Bristol Bay,Wood,1996,1649598,7529945.030173,4.564715179196992
Bristol Bay,Wood,1997,1512396,1237107.12084,0.8179783078241413
Bristol Bay,Wood,1998,1755768,6866648.4771628,3.9109087744866065
Bristol Bay,Wood,1999,1512426,5621070.1117476,3.7165918277969303
Bristol Bay,Wood,2000,1300026,7238919.451641,5.568288212421136
Bristol Bay,Wood,2001,1458732,8311690.3326770235,5.697887159997192
Bristol Bay,Wood,2002,1283682,8408982.385780016,6.550674065524029
Bristol Bay,Wood,2003,1459782,8340090.118872009,5.713243565732424
Bristol Bay,Wood,2004,1543392,8066084.29968001,5.226205850283019
Bristol Bay,Wood,2005,1496550,6718567.231793027,4.489370373053374
Bristol Bay,Wood,2006,4010000,8034985.374240399,2.003737001057456
Bristol Bay,Wood,2007,1528086,2826070.951118912,1.8494187834447224
Bristol Bay,Wood,2008,1724676,3220102.726208997,1.8670769038410675
Bristol Bay,Wood,2009,1320000,3720587.877992023,2.818627180296987
Bristol Bay,Wood,2010,1800000,7123290.766413,3.9573837591183336
Bristol Bay,Wood,2011,1098006,5648663.386203009,5.144474061346667
Bristol Bay,Wood,2012,764211,4655414.540632038,6.091792110597778
Bristol Bay,Wood,2013,1183348,12363437.52309612,10.44784587720275
Bristol Bay,Wood,2014,2760000,24560850.014073998,8.898858700751449
Bristol Bay,Wood,2015,1941474,10377011.709311804,5.34491407523964
Bristol Bay,Wood,2016,1309707,7451228.2803342,5.689232996642913
Bristol Bay,Wood,2017,4274224,16906172.91617219,3.955378313390265
Bristol Bay,Wood,2018,7510000,13569274.736465348,1.8068275281578359
Bristol Bay,Wood,2019,2073276,5292776.17325011,2.552856529111469
Bristol Bay,Wood,2020,2243886,10313693.110253058,4.596353428941158
Bristol Bay,Wood,2021,4410156,14682.70473102,0.0033292937326978907
Bristol Bay,Wood,2022,3747612,NA,NA
Bristol Bay,Wood,2023,2648616,NA,NA
Bristol Bay,Wood,2024,4404654,NA,NA
Columbia River,Bonneville Lock & Dam,1948,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1949,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1950,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1951,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1952,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1953,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1954,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1955,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1956,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1957,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1958,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1959,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1960,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1961,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1962,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1963,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1964,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1965,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1966,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1967,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1968,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1969,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1970,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1971,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1972,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1973,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1974,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1975,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1976,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1977,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1978,NA,NA,NA
Columbia River,Bonneville Lock & Dam,1979,NA,0,NA
Columbia River,Bonneville Lock & Dam,1980,NA,14033,NA
Columbia River,Bonneville Lock & Dam,1981,NA,162469,NA
Columbia River,Bonneville Lock & Dam,1982,NA,39315,NA
Columbia River,Bonneville Lock & Dam,1983,NA,121493,NA
Columbia River,Bonneville Lock & Dam,1984,NA,90540,NA
Columbia River,Bonneville Lock & Dam,1985,166340,47821,0.28748947937958397
Columbia River,Bonneville Lock & Dam,1986,58123,43800,0.7535743165356227
Columbia River,Bonneville Lock & Dam,1987,116993,87441,0.7474036908191088
Columbia River,Bonneville Lock & Dam,1988,79714,76799,0.9634317685726472
Columbia River,Bonneville Lock & Dam,1989,41884,80861,1.930594021583421
Columbia River,Bonneville Lock & Dam,1990,49581,2607,0.052580625642887395
Columbia River,Bonneville Lock & Dam,1991,76481,9610,0.12565212274944104
Columbia River,Bonneville Lock & Dam,1992,84992,33691,0.39640201430722893
Columbia River,Bonneville Lock & Dam,1993,80178,50984,0.6358851555289481
Columbia River,Bonneville Lock & Dam,1994,12678,3319,0.2617920807698375
Columbia River,Bonneville Lock & Dam,1995,8774,18830,2.1461135172099386
Columbia River,Bonneville Lock & Dam,1996,30232,113128,3.7419952368351415
Columbia River,Bonneville Lock & Dam,1997,47008,124912,2.6572498298162013
Columbia River,Bonneville Lock & Dam,1998,13218,32802,2.4816159782115297
Columbia River,Bonneville Lock & Dam,1999,17877,16813,0.9404821838116015
Columbia River,Bonneville Lock & Dam,2000,93398,136515,1.4616480010278592
Columbia River,Bonneville Lock & Dam,2001,114934,80051,0.6964953799571928
Columbia River,Bonneville Lock & Dam,2002,49610,30479,0.61437210239871
Columbia River,Bonneville Lock & Dam,2003,39291,16645,0.4236339110737828
Columbia River,Bonneville Lock & Dam,2004,123291,217244,1.7620426470707513
Columbia River,Bonneville Lock & Dam,2005,72971,179140,2.454947855997588
Columbia River,Bonneville Lock & Dam,2006,37066,405877,10.950116009280743
Columbia River,Bonneville Lock & Dam,2007,24376,142250,5.835658024286183
Columbia River,Bonneville Lock & Dam,2008,213607,565794,2.648761510624652
Columbia River,Bonneville Lock & Dam,2009,177823,132065,0.7426767066127554
Columbia River,Bonneville Lock & Dam,2010,386525,580958,1.5030282646659336
Columbia River,Bonneville Lock & Dam,2011,185796,605785,3.2604846175375144
Columbia River,Bonneville Lock & Dam,2012,515673,334999,0.6496345552317069
Columbia River,Bonneville Lock & Dam,2013,185505,51655,0.27845610630441225
Columbia River,Bonneville Lock & Dam,2014,614179,202564,0.3298126441965616
Columbia River,Bonneville Lock & Dam,2015,510706,26941,0.052752464235783406
Columbia River,Bonneville Lock & Dam,2016,342498,393689,1.1494636465030452
Columbia River,Bonneville Lock & Dam,2017,87693,108500,1.237270933825961
Columbia River,Bonneville Lock & Dam,2018,193816,722418,3.7273393321500805
Columbia River,Bonneville Lock & Dam,2019,63046,291099,4.617247723884148
Columbia River,Bonneville Lock & Dam,2020,341739,745883,2.1826101205891044
Columbia River,Bonneville Lock & Dam,2021,151765,11687,0.07700721510229631
Columbia River,Bonneville Lock & Dam,2022,663253,NA,NA
Columbia River,Bonneville Lock & Dam,2023,327600,NA,NA
Columbia River,Bonneville Lock & Dam,2024,755909,NA,NA
Fraser River,Chilko,1948,671025,1947973,2.902981260012667
Fraser River,Chilko,1949,58310,623138,10.686640370433889
Fraser River,Chilko,1950,26447,205875,7.784436798124551
Fraser River,Chilko,1951,118110,752327,6.3697146727626786
Fraser River,Chilko,1952,490065,1858476,3.7923051023843777
Fraser River,Chilko,1953,201245,619456,3.0781187110238766
Fraser River,Chilko,1954,37743,712749,18.884269930848106
Fraser River,Chilko,1955,132146,1513275,11.451538449896328
Fraser River,Chilko,1956,647768,2435670,3.7600962072840893
Fraser River,Chilko,1957,140765,138228,0.9819770539551735
Fraser River,Chilko,1958,137081,433371,3.1614228084125444
Fraser River,Chilko,1959,471162,2212583,4.696013260831731
Fraser River,Chilko,1960,426607,1053335,2.4690991943404588
Fraser River,Chilko,1961,40315,69453,1.7227582785563686
Fraser River,Chilko,1962,92467,985562,10.658526825786497
Fraser River,Chilko,1963,1002252,1206303,1.2035925096682272
Fraser River,Chilko,1964,238601,2040082,8.550182103176432
Fraser River,Chilko,1965,39902,158944,3.983359230113779
Fraser River,Chilko,1966,226702,889200,3.9223297544794486
Fraser River,Chilko,1967,176337,2004710,11.368629385778368
Fraser River,Chilko,1968,414446,2476069,5.974406798473143
Fraser River,Chilko,1969,76518,402359,5.258357510651089
Fraser River,Chilko,1970,145049,694456,4.787733800301967
Fraser River,Chilko,1971,186589,852842,4.570698165486712
Fraser River,Chilko,1972,564465,2109574,3.7372981495752615
Fraser River,Chilko,1973,61707,248297,4.023806051177338
Fraser River,Chilko,1974,142595,712467,4.996437462744136
Fraser River,Chilko,1975,275698,1513636,5.490195793948451
Fraser River,Chilko,1976,387467,1699113,4.38518118962389
Fraser River,Chilko,1977,56782,199200,3.5081539924624
Fraser River,Chilko,1978,159174,1265579,7.95091535049694
Fraser River,Chilko,1979,272694,1721513,6.312984517444462
Fraser River,Chilko,1980,498826,4441927,8.904762382073107
Fraser River,Chilko,1981,36149,208706,5.773493042684445
Fraser River,Chilko,1982,253551,1599217,6.307279403354749
Fraser River,Chilko,1983,386571,2119741,5.483445473147236
Fraser River,Chilko,1984,580664,676358,1.1648009864568838
Fraser River,Chilko,1985,88120,572968,6.502133454380391
Fraser River,Chilko,1986,323971,4800439,14.81749601044538
Fraser River,Chilko,1987,430492,4420836,10.269264004906015
Fraser River,Chilko,1988,365790,3296360,9.011618688318434
Fraser River,Chilko,1989,78647,3117371,39.6375068343357
Fraser River,Chilko,1990,833313,2628585,3.154378966846791
Fraser River,Chilko,1991,1039624,1382549,1.3298548321316168
Fraser River,Chilko,1992,515663,1866349,3.6193192065360518
Fraser River,Chilko,1993,561865,3963871,7.054845914943981
Fraser River,Chilko,1994,452239,1419987,3.1399039003712637
Fraser River,Chilko,1995,547755,1274336,2.3264707761681773
Fraser River,Chilko,1996,989422,1363890,1.3784714712225925
Fraser River,Chilko,1997,993254,885013,0.8910238468709917
Fraser River,Chilko,1998,880944,536366,0.6088536842296446
Fraser River,Chilko,1999,891922,1570589,1.7609039803929043
Fraser River,Chilko,2000,759163,501890,0.6611096694649239
Fraser River,Chilko,2001,669920,1158636,1.7295139718175305
Fraser River,Chilko,2002,385042,1239287,3.2185761553285097
Fraser River,Chilko,2003,612239,384660,0.6282840524697054
Fraser River,Chilko,2004,92143,427715,4.641861020370511
Fraser River,Chilko,2005,540481,337649,0.6247194628488328
Fraser River,Chilko,2006,469504,4993883,10.636507889176663
Fraser River,Chilko,2007,306707,1221458,3.9824914331919388
Fraser River,Chilko,2008,250583,573561,2.2889062705770145
Fraser River,Chilko,2009,217778,1853975,8.51314182332467
Fraser River,Chilko,2010,2462975,2801090,1.1372791035231782
Fraser River,Chilko,2011,919254,972116,1.0575053249700301
Fraser River,Chilko,2012,246605,232523,0.942896534944547
Fraser River,Chilko,2013,1235222,478616,0.38747366870084893
Fraser River,Chilko,2014,1034250,1645136,1.5906560309402948
Fraser River,Chilko,2015,662707,215880,0.3257548207578915
Fraser River,Chilko,2016,155687,39925,0.2564440190895836
Fraser River,Chilko,2017,372212,1148358,3.085225624106692
Fraser River,Chilko,2018,619623,1715617,2.7688078073280042
Fraser River,Chilko,2019,169877,469110,2.761468591981257
Fraser River,Chilko,2020,55490,87217,1.5717606775995674
Fraser River,Chilko,2021,917861,5953,0.006485731499649729
Fraser River,Chilko,2022,881315,NA,NA
Fraser River,Chilko,2023,NA,NA,NA
Fraser River,Chilko,2024,NA,NA,NA
Fraser River,Late Stuart,1948,1049,327,0.3117254528122021
Fraser River,Late Stuart,1949,107752,1530202,14.201147078476502
Fraser River,Late Stuart,1950,5843,39681,6.79120314906726
Fraser River,Late Stuart,1951,4402,63810,14.495683780099954
Fraser River,Late Stuart,1952,1975,3973,2.0116455696202533
Fraser River,Late Stuart,1953,369023,1552239,4.206347571831566
Fraser River,Late Stuart,1954,5470,137965,25.22212065813528
Fraser River,Late Stuart,1955,7618,51345,6.739957994224206
Fraser River,Late Stuart,1956,1454,46102,31.707015130674
Fraser River,Late Stuart,1957,531130,1329884,2.503876640370531
Fraser River,Late Stuart,1958,23638,54677,2.313097554784669
Fraser River,Late Stuart,1959,8225,7392,0.8987234042553192
Fraser River,Late Stuart,1960,2961,9617,3.2478892266126307
Fraser River,Late Stuart,1961,411105,778478,1.8936232835893507
Fraser River,Late Stuart,1962,18689,45069,2.411525496281235
Fraser River,Late Stuart,1963,3237,12049,3.7222737102255175
Fraser River,Late Stuart,1964,1900,3101,1.6321052631578947
Fraser River,Late Stuart,1965,214958,1124519,5.2313428669786655
Fraser River,Late Stuart,1966,9032,74079,8.20183790965456
Fraser River,Late Stuart,1967,1642,16556,10.082825822168088
Fraser River,Late Stuart,1968,470,31299,66.5936170212766
Fraser River,Late Stuart,1969,207057,1625590,7.85092993716706
Fraser River,Late Stuart,1970,15055,70838,4.7052806376619065
Fraser River,Late Stuart,1971,1535,66770,43.498371335504885
Fraser River,Late Stuart,1972,8704,18766,2.1560202205882355
Fraser River,Late Stuart,1973,214343,666098,3.1076265611659815
Fraser River,Late Stuart,1974,14627,50716,3.467286524919669
Fraser River,Late Stuart,1975,14229,215116,15.118139011877153
Fraser River,Late Stuart,1976,3000,3339,1.113
Fraser River,Late Stuart,1977,146629,1357741,9.259703060104073
Fraser River,Late Stuart,1978,13027,79447,6.09864128348814
Fraser River,Late Stuart,1979,31918,6854,0.21473776552415566
Fraser River,Late Stuart,1980,979,21440,21.899897854954034
Fraser River,Late Stuart,1981,249699,2033901,8.145411074934222
Fraser River,Late Stuart,1982,16758,60989,3.6393961093209213
Fraser River,Late Stuart,1983,2246,17944,7.989314336598397
Fraser River,Late Stuart,1984,1228,14744,12.006514657980455
Fraser River,Late Stuart,1985,274642,3507629,12.771640899789544
Fraser River,Late Stuart,1986,28715,816561,28.436740379592546
Fraser River,Late Stuart,1987,6524,380071,58.25735744941753
Fraser River,Late Stuart,1988,11459,208786,18.220263548302643
Fraser River,Late Stuart,1989,575791,5327124,9.251836169721305
Fraser River,Late Stuart,1990,190060,389823,2.0510522992739135
Fraser River,Late Stuart,1991,77322,109581,1.4172033832544424
Fraser River,Late Stuart,1992,23892,135399,5.667127071823204
Fraser River,Late Stuart,1993,1805142,3764256,2.0852963367978807
Fraser River,Late Stuart,1994,76715,115440,1.5047904581894023
