# FULL DATA LONG FORMAT FILE
# Generated from return table
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn,Total_EFS_BroodYear,PercEFS
Bristol Bay,Egegik,1989,9807459.992,AgeClass_0.2,4.42e-9,3,0,2,0.2,3_1,1986,4.42e-9,1987,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1989,9807459.992,AgeClass_1.1,1408.972508,3,1,1,1.1,3_2,1986,1408.972508,1988,14112087.063487008,0.01,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1989,9807459.992,AgeClass_0.1,0,2,0,1,0.1,2_1,1987,0,1988,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_3.4,0,8,3,4,3.4,8_4,1982,0,1986,6434047.300451103,0,1034628,6.218705950787242,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_1.5,0,7,1,5,1.5,7_2,1983,0,1985,10786507.9318847,0,792282,13.614480616604569,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_2.4,16751.74006,7,2,4,2.4,7_3,1983,16751.74006,1986,10786507.9318847,0.16,792282,13.614480616604569,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_3.3,8372.901032,7,3,3,3.3,7_4,1983,8372.901032,1987,10786507.9318847,0.08,792282,13.614480616604569,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_0.5,0,6,0,5,0.5,6_1,1984,0,1985,11720584.168322008,0,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_1.4,5627.439188,6,1,4,1.4,6_2,1984,5627.439188,1986,11720584.168322008,0.05,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_2.3,5130350.331,6,2,3,2.3,6_3,1984,5130350.331,1987,11720584.168322008,43.77,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_3.2,213206.3329,6,3,2,3.2,6_4,1984,213206.3329,1988,11720584.168322008,1.82,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_0.4,0,5,0,4,0.4,5_1,1985,0,1986,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_1.3,781317.552,5,1,3,1.3,5_2,1985,781317.552,1987,6371750.8792929,12.26,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_2.2,4020182.861,5,2,2,2.2,5_3,1985,4020182.861,1988,6371750.8792929,63.09,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_3.1,0,5,3,1,3.1,5_4,1985,0,1989,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_0.3,2034.800149,4,0,3,0.3,4_1,1986,2034.800149,1987,14112087.063487008,0.01,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_1.2,2415527.112,4,1,2,1.2,4_2,1986,2415527.112,1988,14112087.063487008,17.12,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_2.1,10806.63448,4,2,1,2.1,4_3,1986,10806.63448,1989,14112087.063487008,0.08,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_0.2,1249.523143,3,0,2,0.2,3_1,1987,1249.523143,1988,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_1.1,4.68e-9,3,1,1,1.1,3_2,1987,4.68e-9,1989,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1990,12605427.23,AgeClass_0.1,0,2,0,1,0.1,2_1,1988,0,1989,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_3.4,0,8,3,4,3.4,8_4,1983,0,1987,10786507.9318847,0,792282,13.614480616604569,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_1.5,0,7,1,5,1.5,7_2,1984,0,1986,11720584.168322008,0,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_2.4,8675.304536,7,2,4,2.4,7_3,1984,8675.304536,1987,11720584.168322008,0.07,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_3.3,37096.6785,7,3,3,3.3,7_4,1984,37096.6785,1988,11720584.168322008,0.32,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_0.5,0,6,0,5,0.5,6_1,1985,0,1986,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_1.4,2769.189632,6,1,4,1.4,6_2,1985,2769.189632,1987,6371750.8792929,0.04,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_2.3,1102467.008,6,2,3,2.3,6_3,1985,1102467.008,1988,6371750.8792929,17.3,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_3.2,4118.733437,6,3,2,3.2,6_4,1985,4118.733437,1989,6371750.8792929,0.06,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_0.4,3.86e-9,5,0,4,0.4,5_1,1986,3.86e-9,1987,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_1.3,3246243.186,5,1,3,1.3,5_2,1986,3246243.186,1988,14112087.063487008,23,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_2.2,4062145.448,5,2,2,2.2,5_3,1986,4062145.448,1989,14112087.063487008,28.78,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_3.1,0,5,3,1,3.1,5_4,1986,0,1990,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_0.3,2368.244704,4,0,3,0.3,4_1,1987,2368.244704,1988,25621309.01032501,0.01,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_1.2,699118.6227,4,1,2,1.2,4_2,1987,699118.6227,1989,25621309.01032501,2.73,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_2.1,69292.08606,4,2,1,2.1,4_3,1987,69292.08606,1990,25621309.01032501,0.27,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_0.2,3.85e-9,3,0,2,0.2,3_1,1988,3.85e-9,1989,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_1.1,1175.825133,3,1,1,1.1,3_2,1988,1175.825133,1990,19298440.107250005,0.01,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1991,9235470.328,AgeClass_0.1,0,2,0,1,0.1,2_1,1989,0,1990,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_3.4,0,8,3,4,3.4,8_4,1984,0,1988,11720584.168322008,0,1165345,10.057608835428143,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_1.5,0,7,1,5,1.5,7_2,1985,0,1987,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_2.4,4.58e-9,7,2,4,2.4,7_3,1985,4.58e-9,1988,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_3.3,10931.96937,7,3,3,3.3,7_4,1985,10931.96937,1989,6371750.8792929,0.17,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_0.5,0,6,0,5,0.5,6_1,1986,0,1987,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_1.4,68372.94388,6,1,4,1.4,6_2,1986,68372.94388,1988,14112087.063487008,0.48,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_2.3,4210470.477,6,2,3,2.3,6_3,1986,4210470.477,1989,14112087.063487008,29.84,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_3.2,95077.48947,6,3,2,3.2,6_4,1986,95077.48947,1990,14112087.063487008,0.67,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_0.4,4.58e-9,5,0,4,0.4,5_1,1987,4.58e-9,1988,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_1.3,4224764.32,5,1,3,1.3,5_2,1987,4224764.32,1989,25621309.01032501,16.49,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_2.2,8870956.788,5,2,2,2.2,5_3,1987,8870956.788,1990,25621309.01032501,34.62,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_3.1,5631.416118,5,3,1,3.1,5_4,1987,5631.416118,1991,25621309.01032501,0.02,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_0.3,2318.393414,4,0,3,0.3,4_1,1988,2318.393414,1989,19298440.107250005,0.01,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_1.2,296195.2317,4,1,2,1.2,4_2,1988,296195.2317,1990,19298440.107250005,1.53,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_2.1,106273.6394,4,2,1,2.1,4_3,1988,106273.6394,1991,19298440.107250005,0.55,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_0.2,4.57e-9,3,0,2,0.2,3_1,1989,4.57e-9,1990,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_1.1,0,3,1,1,1.1,3_2,1989,0,1991,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1992,17890992.67,AgeClass_0.1,0,2,0,1,0.1,2_1,1990,0,1991,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_3.4,0,8,3,4,3.4,8_4,1985,0,1989,6371750.8792929,0,1095192,5.817930444427004,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_1.5,0,7,1,5,1.5,7_2,1986,0,1988,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_2.4,56070.43983,7,2,4,2.4,7_3,1986,56070.43983,1989,14112087.063487008,0.4,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_3.3,38976.02911,7,3,3,3.3,7_4,1986,38976.02911,1990,14112087.063487008,0.28,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_0.5,0,6,0,5,0.5,6_1,1987,0,1988,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_1.4,134446.6059,6,1,4,1.4,6_2,1987,134446.6059,1989,25621309.01032501,0.52,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_2.3,11458635.48,6,2,3,2.3,6_3,1987,11458635.48,1990,25621309.01032501,44.72,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_3.2,154845.9237,6,3,2,3.2,6_4,1987,154845.9237,1991,25621309.01032501,0.6,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_0.4,0,5,0,4,0.4,5_1,1988,0,1989,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_1.3,1049593.954,5,1,3,1.3,5_2,1988,1049593.954,1990,19298440.107250005,5.44,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_2.2,11121318.38,5,2,2,2.2,5_3,1988,11121318.38,1991,19298440.107250005,57.63,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_3.1,0,5,3,1,3.1,5_4,1988,0,1992,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_0.3,5.11e-9,4,0,3,0.3,4_1,1989,5.11e-9,1990,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_1.2,199211.8838,4,1,2,1.2,4_2,1989,199211.8838,1991,10105641.989997014,1.97,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_2.1,37449.16522,4,2,1,2.1,4_3,1989,37449.16522,1992,10105641.989997014,0.37,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_0.2,0,3,0,2,0.2,3_1,1990,0,1991,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_1.1,5.11e-9,3,1,1,1.1,3_2,1990,5.11e-9,1992,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1993,24250547.86,AgeClass_0.1,0,2,0,1,0.1,2_1,1991,0,1992,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_3.4,0,8,3,4,3.4,8_4,1986,0,1990,14112087.063487008,0,1150000,12.271380055206095,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_1.5,0,7,1,5,1.5,7_2,1987,0,1989,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_2.4,44043.87801,7,2,4,2.4,7_3,1987,44043.87801,1990,25621309.01032501,0.17,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_3.3,66090.2101,7,3,3,3.3,7_4,1987,66090.2101,1991,25621309.01032501,0.26,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_0.5,0,6,0,5,0.5,6_1,1988,0,1989,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_1.4,5736.633603,6,1,4,1.4,6_2,1988,5736.633603,1990,19298440.107250005,0.03,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_2.3,6458564.46,6,2,3,2.3,6_3,1988,6458564.46,1991,19298440.107250005,33.47,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_3.2,257263.59,6,3,2,3.2,6_4,1988,257263.59,1992,19298440.107250005,1.33,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_0.4,4.93e-9,5,0,4,0.4,5_1,1989,4.93e-9,1990,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_1.3,251240.4834,5,1,3,1.3,5_2,1989,251240.4834,1991,10105641.989997014,2.49,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_2.2,5179386.219,5,2,2,2.2,5_3,1989,5179386.219,1992,10105641.989997014,51.25,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_3.1,2127.55088,5,3,1,3.1,5_4,1989,2127.55088,1993,10105641.989997014,0.02,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_0.3,7.39e-9,4,0,3,0.3,4_1,1990,7.39e-9,1991,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_1.2,393971.1798,4,1,2,1.2,4_2,1990,393971.1798,1992,16008510.927949019,2.46,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_2.1,73045.60676,4,2,1,2.1,4_3,1990,73045.60676,1993,16008510.927949019,0.46,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_0.2,4437.382105,3,0,2,0.2,3_1,1991,4437.382105,1992,9940866.3733106,0.04,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_1.1,1450.213638,3,1,1,1.1,3_2,1991,1450.213638,1993,9940866.3733106,0.01,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1994,12738312.48,AgeClass_0.1,955.073498,2,0,1,0.1,2_1,1992,955.073498,1993,8638984.35180969,0.01,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_3.4,0,8,3,4,3.4,8_4,1987,0,1991,25621309.01032501,0,1270000,20.17425906324804,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_1.5,0,7,1,5,1.5,7_2,1988,0,1990,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_2.4,3860.793661,7,2,4,2.4,7_3,1988,3860.793661,1991,19298440.107250005,0.02,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_3.3,162840.94,7,3,3,3.3,7_4,1988,162840.94,1992,19298440.107250005,0.84,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_0.5,0,6,0,5,0.5,6_1,1989,0,1990,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_1.4,4115.281097,6,1,4,1.4,6_2,1989,4115.281097,1991,10105641.989997014,0.04,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_2.3,4242640.525,6,2,3,2.3,6_3,1989,4242640.525,1992,10105641.989997014,41.98,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_3.2,189470.8816,6,3,2,3.2,6_4,1989,189470.8816,1993,10105641.989997014,1.87,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_0.4,6e-9,5,0,4,0.4,5_1,1990,6e-9,1991,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_1.3,729603.3979,5,1,3,1.3,5_2,1990,729603.3979,1992,16008510.927949019,4.56,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_2.2,8809854.65,5,2,2,2.2,5_3,1990,8809854.65,1993,16008510.927949019,55.03,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_3.1,2909.728032,5,3,1,3.1,5_4,1990,2909.728032,1994,16008510.927949019,0.02,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_0.3,741.7222696,4,0,3,0.3,4_1,1991,741.7222696,1992,9940866.3733106,0.01,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_1.2,1208928.897,4,1,2,1.2,4_2,1991,1208928.897,1993,9940866.3733106,12.16,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_2.1,18657.04382,4,2,1,2.1,4_3,1991,18657.04382,1994,9940866.3733106,0.19,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_0.2,1242.510739,3,0,2,0.2,3_1,1992,1242.510739,1993,8638984.35180969,0.01,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_1.1,63.16474969,3,1,1,1.1,3_2,1992,63.16474969,1994,8638984.35180969,0,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1995,15374929.54,AgeClass_0.1,0,2,0,1,0.1,2_1,1993,0,1994,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_3.4,0,8,3,4,3.4,8_4,1988,0,1992,19298440.107250005,0,1610000,11.986608762267084,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_1.5,0,7,1,5,1.5,7_2,1989,0,1991,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_2.4,435.9834347,7,2,4,2.4,7_3,1989,435.9834347,1992,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_3.3,28405.33357,7,3,3,3.3,7_4,1989,28405.33357,1993,10105641.989997014,0.28,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_0.5,0,6,0,5,0.5,6_1,1990,0,1991,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_1.4,5081.915157,6,1,4,1.4,6_2,1990,5081.915157,1992,16008510.927949019,0.03,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_2.3,5980914.375,6,2,3,2.3,6_3,1990,5980914.375,1993,16008510.927949019,37.36,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_3.2,13130.0753,6,3,2,3.2,6_4,1990,13130.0753,1994,16008510.927949019,0.08,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_0.4,312.360153,5,0,4,0.4,5_1,1991,312.360153,1992,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_1.3,2874740.517,5,1,3,1.3,5_2,1991,2874740.517,1993,9940866.3733106,28.92,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_2.2,3223466.051,5,2,2,2.2,5_3,1991,3223466.051,1994,9940866.3733106,32.43,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_3.1,0,5,3,1,3.1,5_4,1991,0,1995,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_0.3,10943.33897,4,0,3,0.3,4_1,1992,10943.33897,1993,8638984.35180969,0.13,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_1.2,239876.5842,4,1,2,1.2,4_2,1992,239876.5842,1994,8638984.35180969,2.78,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_2.1,38890.87383,4,2,1,2.1,4_3,1992,38890.87383,1995,8638984.35180969,0.45,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_0.2,0,3,0,2,0.2,3_1,1993,0,1994,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_1.1,3.21e-9,3,1,1,1.1,3_2,1993,3.21e-9,1995,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1996,12416197.41,AgeClass_0.1,0,2,0,1,0.1,2_1,1994,0,1995,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_3.4,0,8,3,4,3.4,8_4,1989,0,1993,10105641.989997014,0,1610000,6.276796267078891,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_1.5,0,7,1,5,1.5,7_2,1990,0,1992,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_2.4,32457.54503,7,2,4,2.4,7_3,1990,32457.54503,1993,16008510.927949019,0.2,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_3.3,19349.88608,7,3,3,3.3,7_4,1990,19349.88608,1994,16008510.927949019,0.12,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_0.5,0,6,0,5,0.5,6_1,1991,0,1992,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_1.4,25215.05638,6,1,4,1.4,6_2,1991,25215.05638,1993,9940866.3733106,0.25,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_2.3,2573855.012,6,2,3,2.3,6_3,1991,2573855.012,1994,9940866.3733106,25.89,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_3.2,9062.117945,6,3,2,3.2,6_4,1991,9062.117945,1995,9940866.3733106,0.09,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_0.4,1620.284414,5,0,4,0.4,5_1,1992,1620.284414,1993,8638984.35180969,0.02,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_1.3,531796.3407,5,1,3,1.3,5_2,1992,531796.3407,1994,8638984.35180969,6.16,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_2.2,4580342.544,5,2,2,2.2,5_3,1992,4580342.544,1995,8638984.35180969,53.02,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_3.1,2397.254913,5,3,1,3.1,5_4,1992,2397.254913,1996,8638984.35180969,0.03,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_0.3,0.002928068,4,0,3,0.3,4_1,1993,0.002928068,1994,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_1.2,117628.6429,4,1,2,1.2,4_2,1993,117628.6429,1995,1932160.2751823142,6.09,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_2.1,30535.03736,4,2,1,2.1,4_3,1993,30535.03736,1996,1932160.2751823142,1.58,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_0.2,131.171809,3,0,2,0.2,3_1,1994,131.171809,1995,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_1.1,7731.613276,3,1,1,1.1,3_2,1994,7731.613276,1996,7949786.728877883,0.1,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1997,7932122.51,AgeClass_0.1,0,2,0,1,0.1,2_1,1995,0,1996,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_3.4,0,8,3,4,3.4,8_4,1990,0,1994,16008510.927949019,0,2190000,7.309822341529232,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_1.5,0,7,1,5,1.5,7_2,1991,0,1993,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_2.4,135.8177163,7,2,4,2.4,7_3,1991,135.8177163,1994,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_3.3,7960.131899,7,3,3,3.3,7_4,1991,7960.131899,1995,9940866.3733106,0.08,2786925,3.5669658757629286,NA,NA
