"","System","River","BroodYear","Total_Recruits","AgeClass_0.1","AgeClass_0.2","AgeClass_0.3","AgeClass_0.4","AgeClass_0.5","AgeClass_1.1","AgeClass_1.2","AgeClass_1.3","AgeClass_1.4","AgeClass_1.5","AgeClass_2.1","AgeClass_2.2","AgeClass_2.3","AgeClass_2.4","AgeClass_3.1","AgeClass_3.2","AgeClass_3.3","AgeClass_3.4"
"207","Fraser River","Quesnel",2004,11816,0,0,164,0,NA,0,6545,5107,0,0,0,0,0,NA,NA,0,NA,NA
"208","Fraser River","Quesnel",2005,217138,0,0,0,0,NA,0,198574,15503,0,0,17,2854,190,NA,NA,0,NA,NA
"209","Fraser River","Quesnel",2006,628266,0,169,0,0,NA,67,585766,42264,0,0,0,0,0,NA,NA,0,NA,NA
"210","Fraser River","Quesnel",2007,79968,0,0,0,0,NA,23,79347,585,0,0,0,13,0,NA,NA,0,NA,NA
"211","Fraser River","Quesnel",2008,7234,0,0,0,0,NA,0,794,6267,0,0,0,173,0,NA,NA,0,NA,NA
"212","Fraser River","Quesnel",2009,320111,0,0,173,0,NA,24,296378,23536,0,0,0,0,0,NA,NA,0,NA,NA
"213","Fraser River","Quesnel",2010,2529530,0,0,0,0,NA,3986,2495754,29220,0,0,59,511,0,NA,NA,0,NA,NA
"214","Fraser River","Quesnel",2011,41421,0,0,0,0,NA,41,37396,3984,0,0,0,0,0,NA,NA,0,NA,NA
"215","Fraser River","Quesnel",2012,502,0,0,0,0,NA,1,295,206,0,0,0,0,0,NA,NA,0,NA,NA
"216","Fraser River","Quesnel",2013,152686,0,0,0,0,NA,482,143727,8477,0,0,0,0,0,NA,NA,0,NA,NA
"217","Fraser River","Quesnel",2014,2172421,0,0,0,0,NA,1846,2130254,40089,0,0,0,232,0,NA,NA,0,NA,NA
"218","Fraser River","Quesnel",2015,6344,0,0,0,0,NA,0,5174,1127,0,0,0,43,0,NA,NA,0,NA,NA
"219","Fraser River","Quesnel",2016,1026,0,0,0,0,NA,0,296,730,0,NA,0,0,0,NA,NA,0,NA,NA
"220","Fraser River","Quesnel",2017,NA,0,0,0,0,NA,9,120329,682,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"221","Fraser River","Quesnel",2018,NA,0,0,0,NA,NA,493,1501181,78000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"222","Fraser River","Quesnel",2019,NA,0,0,NA,NA,NA,0,44000,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Fraser River","Quesnel",2020,NA,0,NA,NA,NA,NA,NA,3183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Fraser River","Quesnel",2021,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Fraser River","Quesnel",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Fraser River","Raft",1948,63337,0,0,0,0,NA,0,62653,684,0,0,0,0,0,NA,NA,0,NA,NA
"227","Fraser River","Raft",1949,39626,0,0,0,0,NA,0,36748,2878,0,0,0,0,0,NA,NA,0,NA,NA
"228","Fraser River","Raft",1950,45556,0,0,0,0,NA,17,39549,5990,0,0,0,0,0,NA,NA,0,NA,NA
"229","Fraser River","Raft",1951,47653,0,0,0,0,NA,8,34636,13009,0,0,0,0,0,NA,NA,0,NA,NA
"230","Fraser River","Raft",1952,51182,0,0,0,0,NA,5,46167,5010,0,0,0,0,0,NA,NA,0,NA,NA
"231","Fraser River","Raft",1953,32124,0,0,0,0,NA,0,30285,1839,0,0,0,0,0,NA,NA,0,NA,NA
"232","Fraser River","Raft",1954,50488,0,0,0,0,NA,231,38964,11293,0,0,0,0,0,NA,NA,0,NA,NA
"233","Fraser River","Raft",1955,60522,0,0,0,0,NA,7,52497,7860,0,0,0,158,0,NA,NA,0,NA,NA
"234","Fraser River","Raft",1956,27140,0,0,0,0,NA,0,17335,8029,0,0,0,1776,0,NA,NA,0,NA,NA
"235","Fraser River","Raft",1957,21015,0,0,0,0,NA,72,18932,2011,0,0,0,0,0,NA,NA,0,NA,NA
"236","Fraser River","Raft",1958,23143,0,0,0,0,NA,23,22591,512,0,0,0,17,0,NA,NA,0,NA,NA
"237","Fraser River","Raft",1959,23614,0,0,0,0,NA,0,20417,3167,0,0,0,30,0,NA,NA,0,NA,NA
"238","Fraser River","Raft",1960,16948,0,0,0,0,NA,64,14715,2049,0,0,0,120,0,NA,NA,0,NA,NA
"239","Fraser River","Raft",1961,24325,0,0,0,0,NA,32,22139,2154,0,0,0,0,0,NA,NA,0,NA,NA
"240","Fraser River","Raft",1962,40549,0,0,0,0,NA,0,37568,2981,0,0,0,0,0,NA,NA,0,NA,NA
"241","Fraser River","Raft",1963,9817,0,0,0,0,NA,18,9090,265,0,0,0,444,0,NA,NA,0,NA,NA
"242","Fraser River","Raft",1964,48724,0,0,0,0,NA,81,40283,8228,0,0,0,132,0,NA,NA,0,NA,NA
"243","Fraser River","Raft",1965,20626,0,0,0,0,NA,73,18867,1686,0,0,0,0,0,NA,NA,0,NA,NA
"244","Fraser River","Raft",1966,23539,0,0,0,0,NA,320,20483,2736,0,0,0,0,0,NA,NA,0,NA,NA
"245","Fraser River","Raft",1967,9658,0,0,0,0,NA,37,8226,1395,0,0,0,0,0,NA,NA,0,NA,NA
"246","Fraser River","Raft",1968,106397,0,0,0,0,NA,98,100888,5411,0,0,0,0,0,NA,NA,0,NA,NA
"247","Fraser River","Raft",1969,14370,0,0,0,0,NA,381,10279,3710,0,0,0,0,0,NA,NA,0,NA,NA
"248","Fraser River","Raft",1970,8860,0,0,0,0,NA,37,8300,523,0,0,0,0,0,NA,NA,0,NA,NA
"249","Fraser River","Raft",1971,12361,0,0,0,0,NA,33,9570,2116,0,0,0,642,0,NA,NA,0,NA,NA
"250","Fraser River","Raft",1972,57821,0,0,0,0,NA,87,56973,761,0,0,0,0,0,NA,NA,0,NA,NA
"251","Fraser River","Raft",1973,9361,0,0,0,0,NA,22,1616,7723,0,0,0,0,0,NA,NA,0,NA,NA
"252","Fraser River","Raft",1974,12223,0,0,0,0,NA,206,11541,476,0,0,0,0,0,NA,NA,0,NA,NA
"253","Fraser River","Raft",1975,6716,0,0,0,0,NA,7,5632,797,0,0,0,280,0,NA,NA,0,NA,NA
"254","Fraser River","Raft",1976,19926,0,0,0,0,NA,56,18539,1331,0,0,0,0,0,NA,NA,0,NA,NA
"255","Fraser River","Raft",1977,6940,0,0,0,0,NA,0,2728,3189,0,0,0,0,1023,NA,NA,0,NA,NA
"256","Fraser River","Raft",1978,18748,0,0,0,0,NA,253,11888,6562,0,0,0,45,0,NA,NA,0,NA,NA
"257","Fraser River","Raft",1979,3039,0,0,0,0,NA,0,1183,1856,0,0,0,0,0,NA,NA,0,NA,NA
"258","Fraser River","Raft",1980,51723,0,0,0,0,NA,112,47827,3784,0,0,0,0,0,NA,NA,0,NA,NA
"259","Fraser River","Raft",1981,8639,0,0,0,0,NA,29,7366,1244,0,0,0,0,0,NA,NA,0,NA,NA
"260","Fraser River","Raft",1982,3770,0,0,0,0,NA,0,2509,1233,0,0,0,28,0,NA,NA,0,NA,NA
"261","Fraser River","Raft",1983,5601,0,0,0,0,NA,38,2855,1196,0,0,0,1512,0,NA,NA,0,NA,NA
"262","Fraser River","Raft",1984,47063,0,0,0,0,NA,325,32692,14038,0,0,0,0,8,NA,NA,0,NA,NA
"263","Fraser River","Raft",1985,4533,0,0,0,0,NA,7,2830,1591,0,0,0,105,0,NA,NA,0,NA,NA
"264","Fraser River","Raft",1986,3013,0,0,0,0,NA,0,2902,111,0,0,0,0,0,NA,NA,0,NA,NA
"265","Fraser River","Raft",1987,3820,0,0,0,0,NA,0,1399,2421,0,0,0,0,0,NA,NA,0,NA,NA
"266","Fraser River","Raft",1988,50485,0,0,0,0,NA,0,41783,8304,0,0,0,88,310,NA,NA,0,NA,NA
"267","Fraser River","Raft",1989,11299,0,0,0,0,NA,7,7357,3935,0,0,0,0,0,NA,NA,0,NA,NA
"268","Fraser River","Raft",1990,2544,0,0,0,0,NA,0,1610,934,0,0,0,0,0,NA,NA,0,NA,NA
"269","Fraser River","Raft",1991,1461,0,0,0,0,NA,0,908,553,0,0,0,0,0,NA,NA,0,NA,NA
"270","Fraser River","Raft",1992,67359,0,0,0,0,NA,6,65321,2024,0,0,8,0,0,NA,NA,0,NA,NA
"271","Fraser River","Raft",1993,33598,0,0,0,0,NA,24,22386,10727,0,0,0,65,396,NA,NA,0,NA,NA
"272","Fraser River","Raft",1994,28472,0,0,0,0,NA,0,4738,22745,0,0,0,989,0,NA,NA,0,NA,NA
"273","Fraser River","Raft",1995,27270,0,0,0,0,NA,41,22745,4484,0,0,0,0,0,NA,NA,0,NA,NA
"274","Fraser River","Raft",1996,112592,0,593,0,0,NA,0,89315,22684,0,0,0,0,0,NA,NA,0,NA,NA
"275","Fraser River","Raft",1997,51264,0,0,0,0,NA,0,25983,25281,0,0,0,0,0,NA,NA,0,NA,NA
"276","Fraser River","Raft",1998,16238,0,0,0,0,NA,8,4905,11325,0,0,0,0,0,NA,NA,0,NA,NA
"277","Fraser River","Raft",1999,61149,0,0,0,0,NA,92,26426,34631,0,0,0,0,0,NA,NA,0,NA,NA
"278","Fraser River","Raft",2000,115396,0,0,0,0,NA,53,107671,7672,0,0,0,0,0,NA,NA,0,NA,NA
"279","Fraser River","Raft",2001,96695,0,630,365,0,NA,0,79275,16425,0,0,0,0,0,NA,NA,0,NA,NA
"280","Fraser River","Raft",2002,42833,0,0,0,0,NA,45,21369,21419,0,0,0,0,0,NA,NA,0,NA,NA
"281","Fraser River","Raft",2003,8475,0,0,106,0,NA,0,2439,5930,0,0,0,0,0,NA,NA,0,NA,NA
"282","Fraser River","Raft",2004,52145,0,1272,1779,0,NA,4,39136,9746,0,0,0,208,0,NA,NA,0,NA,NA
"283","Fraser River","Raft",2005,9768,0,198,0,0,NA,0,6893,2677,0,0,0,0,0,NA,NA,0,NA,NA
"284","Fraser River","Raft",2006,18221,0,143,324,0,NA,0,7804,9950,0,0,0,0,0,NA,NA,0,NA,NA
"285","Fraser River","Raft",2007,11146,0,0,0,0,NA,0,6272,4874,0,0,0,0,0,NA,NA,0,NA,NA
"286","Fraser River","Raft",2008,19402,0,0,0,0,NA,2,15504,3896,0,0,0,0,0,NA,NA,0,NA,NA
"287","Fraser River","Raft",2009,37419,0,0,0,0,NA,5,21922,15492,0,0,0,0,0,NA,NA,0,NA,NA
"288","Fraser River","Raft",2010,44642,0,0,0,0,NA,36,38701,5905,0,0,0,0,0,NA,NA,0,NA,NA
"289","Fraser River","Raft",2011,23774,0,0,0,0,NA,43,18595,5136,0,0,0,0,0,NA,NA,0,NA,NA
"290","Fraser River","Raft",2012,21388,0,0,0,0,NA,0,16984,4404,0,0,0,0,0,NA,NA,0,NA,NA
"291","Fraser River","Raft",2013,5417,0,0,0,0,NA,6,2888,2523,0,0,0,0,0,NA,NA,0,NA,NA
"292","Fraser River","Raft",2014,11860,0,0,0,0,NA,3,11192,665,0,0,0,0,0,NA,NA,0,NA,NA
"293","Fraser River","Raft",2015,1396,0,0,0,0,NA,0,525,871,0,0,0,0,0,NA,NA,0,NA,NA
"294","Fraser River","Raft",2016,7701,0,0,0,0,NA,0,5470,2089,0,NA,0,142,0,NA,NA,0,NA,NA
"295","Fraser River","Raft",2017,NA,0,0,0,0,NA,0,3271,879,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"296","Fraser River","Raft",2018,NA,0,0,0,NA,NA,0,6219,2471,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"297","Fraser River","Raft",2019,NA,0,31,NA,NA,NA,4,10161,213,NA,NA,NA,427,NA,NA,NA,NA,NA,NA
"298","Fraser River","Raft",2020,NA,0,NA,NA,NA,NA,NA,12479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Fraser River","Raft",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Fraser River","Raft",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Fraser River","Stellako",1948,207177,0,0,0,0,NA,0,185175,22002,0,0,0,0,0,NA,NA,0,NA,NA
"302","Fraser River","Stellako",1949,179876,0,0,0,0,NA,133,173402,6341,0,0,0,0,0,NA,NA,0,NA,NA
"303","Fraser River","Stellako",1950,939117,0,0,0,0,NA,4630,903768,30719,0,0,0,0,0,NA,NA,0,NA,NA
"304","Fraser River","Stellako",1951,455367,0,0,0,0,NA,26,354049,101292,0,0,0,0,0,NA,NA,0,NA,NA
"305","Fraser River","Stellako",1952,110701,0,0,0,0,NA,23,93984,16694,0,0,0,0,0,NA,NA,0,NA,NA
"306","Fraser River","Stellako",1953,174245,0,0,0,0,NA,30,156192,18023,0,0,0,0,0,NA,NA,0,NA,NA
"307","Fraser River","Stellako",1954,1211299,0,0,0,0,NA,3311,1140205,67783,0,0,0,0,0,NA,NA,0,NA,NA
"308","Fraser River","Stellako",1955,629796,0,0,0,0,NA,28,602677,27091,0,0,0,0,0,NA,NA,0,NA,NA
"309","Fraser River","Stellako",1956,246735,0,0,0,0,NA,92,220400,26243,0,0,0,0,0,NA,NA,0,NA,NA
"310","Fraser River","Stellako",1957,151843,0,0,0,0,NA,8,143835,8000,0,0,0,0,0,NA,NA,0,NA,NA
"311","Fraser River","Stellako",1958,340460,0,0,0,0,NA,1156,323089,16215,0,0,0,0,0,NA,NA,0,NA,NA
"312","Fraser River","Stellako",1959,541420,0,0,0,0,NA,17,514918,26485,0,0,0,0,0,NA,NA,0,NA,NA
"313","Fraser River","Stellako",1960,164514,0,0,0,0,NA,19,143340,21155,0,0,0,0,0,NA,NA,0,NA,NA
"314","Fraser River","Stellako",1961,147402,0,0,0,0,NA,288,137046,10068,0,0,0,0,0,NA,NA,0,NA,NA
"315","Fraser River","Stellako",1962,589505,0,0,0,0,NA,100,572029,17376,0,0,0,0,0,NA,NA,0,NA,NA
"316","Fraser River","Stellako",1963,727926,0,0,0,0,NA,977,713487,13462,0,0,0,0,0,NA,NA,0,NA,NA
"317","Fraser River","Stellako",1964,177837,0,0,0,0,NA,194,170674,6969,0,0,0,0,0,NA,NA,0,NA,NA
"318","Fraser River","Stellako",1965,243651,0,0,0,0,NA,179,231100,12372,0,0,0,0,0,NA,NA,0,NA,NA
"319","Fraser River","Stellako",1966,359906,0,0,0,0,NA,833,336316,22757,0,0,0,0,0,NA,NA,0,NA,NA
"320","Fraser River","Stellako",1967,550524,0,0,0,0,NA,288,531886,18350,0,0,0,0,0,NA,NA,0,NA,NA
"321","Fraser River","Stellako",1968,129822,0,0,0,0,NA,85,125900,3837,0,0,0,0,0,NA,NA,0,NA,NA
"322","Fraser River","Stellako",1969,253245,0,0,0,0,NA,131,235729,17385,0,0,0,0,0,NA,NA,0,NA,NA
"323","Fraser River","Stellako",1970,234108,0,0,0,0,NA,1170,228808,4130,0,0,0,0,0,NA,NA,0,NA,NA
"324","Fraser River","Stellako",1971,509267,0,0,0,0,NA,496,508759,0,0,0,12,0,0,NA,NA,0,NA,NA
"325","Fraser River","Stellako",1972,756214,0,0,0,0,NA,204,711226,44784,0,0,0,0,0,NA,NA,0,NA,NA
"326","Fraser River","Stellako",1973,85901,0,0,0,0,NA,11,75813,10077,0,0,0,0,0,NA,NA,0,NA,NA
"327","Fraser River","Stellako",1974,303122,0,0,0,0,NA,1823,281752,19534,0,0,13,0,0,NA,NA,0,NA,NA
"328","Fraser River","Stellako",1975,1904124,0,0,0,0,NA,3852,1832708,64645,0,0,0,2919,0,NA,NA,0,NA,NA
"329","Fraser River","Stellako",1976,244357,0,0,0,0,NA,150,216701,27506,0,0,0,0,0,NA,NA,0,NA,NA
"330","Fraser River","Stellako",1977,265700,0,0,0,0,NA,74,209138,56488,0,0,0,0,0,NA,NA,0,NA,NA
"331","Fraser River","Stellako",1978,437405,0,0,0,0,NA,860,388505,48040,0,0,0,0,0,NA,NA,0,NA,NA
"332","Fraser River","Stellako",1979,623924,0,0,0,0,NA,31,478737,145156,0,0,0,0,0,NA,NA,0,NA,NA
"333","Fraser River","Stellako",1980,755406,0,0,0,0,NA,207,535944,219255,0,0,0,0,0,NA,NA,0,NA,NA
"334","Fraser River","Stellako",1981,285898,0,0,0,0,NA,28,234136,51734,0,0,0,0,0,NA,NA,0,NA,NA
"335","Fraser River","Stellako",1982,357773,0,0,0,0,NA,1900,309369,46504,0,0,0,0,0,NA,NA,0,NA,NA
"336","Fraser River","Stellako",1983,1257480,0,0,0,0,NA,1129,1097744,158607,0,0,0,0,0,NA,NA,0,NA,NA
"337","Fraser River","Stellako",1984,1011189,0,0,0,0,NA,170,744589,266430,0,0,0,0,0,NA,NA,0,NA,NA
"338","Fraser River","Stellako",1985,128742,0,0,0,0,NA,87,97659,30996,0,0,0,0,0,NA,NA,0,NA,NA
"339","Fraser River","Stellako",1986,561845,0,0,0,0,NA,23,445398,116424,0,0,0,0,0,NA,NA,0,NA,NA
"340","Fraser River","Stellako",1987,435676,0,0,0,0,NA,14,353471,82191,0,0,0,0,0,NA,NA,0,NA,NA
"341","Fraser River","Stellako",1988,991499,0,0,0,0,NA,158,566227,425114,0,0,0,0,0,NA,NA,0,NA,NA
"342","Fraser River","Stellako",1989,222287,0,0,0,0,NA,28,127212,95047,0,0,0,0,0,NA,NA,0,NA,NA
"343","Fraser River","Stellako",1990,951836,0,0,0,0,NA,1145,861027,89664,0,0,0,0,0,NA,NA,0,NA,NA
"344","Fraser River","Stellako",1991,336569,0,0,0,0,NA,259,299039,37271,0,0,0,0,0,NA,NA,0,NA,NA
"345","Fraser River","Stellako",1992,868461,0,0,0,0,NA,275,734393,133793,0,0,0,0,0,NA,NA,0,NA,NA
"346","Fraser River","Stellako",1993,309844,0,0,0,0,NA,13,68158,241673,0,0,0,0,0,NA,NA,0,NA,NA
"347","Fraser River","Stellako",1994,682889,0,0,0,0,NA,127,593409,88649,0,0,0,704,0,NA,NA,0,NA,NA
"348","Fraser River","Stellako",1995,183959,0,0,0,0,NA,75,127344,56540,0,0,0,0,0,NA,NA,0,NA,NA
"349","Fraser River","Stellako",1996,811994,0,0,0,0,NA,16,635499,176479,0,0,0,0,0,NA,NA,0,NA,NA
"350","Fraser River","Stellako",1997,125173,0,0,0,0,NA,0,68515,56658,0,0,0,0,0,NA,NA,0,NA,NA
"351","Fraser River","Stellako",1998,637997,0,0,0,0,NA,73,504421,133503,0,0,0,0,0,NA,NA,0,NA,NA
"352","Fraser River","Stellako",1999,174462,0,0,0,0,NA,0,143988,30474,0,0,0,0,0,NA,NA,0,NA,NA
"353","Fraser River","Stellako",2000,717671,0,0,0,0,NA,0,647582,70089,0,0,0,0,0,NA,NA,0,NA,NA
"354","Fraser River","Stellako",2001,287128,0,0,0,0,NA,0,203410,83718,0,0,0,0,0,NA,NA,0,NA,NA
"355","Fraser River","Stellako",2002,248375,0,0,0,0,NA,47,224262,24066,0,0,0,0,0,NA,NA,0,NA,NA
"356","Fraser River","Stellako",2003,49132,0,0,0,0,NA,5,34522,14605,0,0,0,0,0,NA,NA,0,NA,NA
"357","Fraser River","Stellako",2004,247930,0,332,664,0,NA,153,213103,33547,0,0,0,131,0,NA,NA,0,NA,NA
"358","Fraser River","Stellako",2005,11606,0,0,0,0,NA,12,6840,4754,0,0,0,0,0,NA,NA,0,NA,NA
"359","Fraser River","Stellako",2006,489097,0,97,0,0,NA,109,401589,87302,0,0,0,0,0,NA,NA,0,NA,NA
"360","Fraser River","Stellako",2007,128465,0,0,0,0,NA,22,108541,19902,0,0,0,0,0,NA,NA,0,NA,NA
"361","Fraser River","Stellako",2008,280217,0,0,0,0,NA,504,265964,13749,0,0,0,0,0,NA,NA,0,NA,NA
"362","Fraser River","Stellako",2009,203116,0,0,0,0,NA,0,151762,50866,488,0,0,0,0,NA,NA,0,NA,NA
"363","Fraser River","Stellako",2010,1647100,0,0,0,0,NA,16411,1501102,129587,0,0,0,0,0,NA,NA,0,NA,NA
"364","Fraser River","Stellako",2011,53701,0,0,0,0,NA,0,41761,11940,0,0,0,0,0,NA,NA,0,NA,NA
"365","Fraser River","Stellako",2012,49614,0,0,0,0,NA,67,42553,6994,0,0,0,0,0,NA,NA,0,NA,NA
"366","Fraser River","Stellako",2013,146502,0,0,0,0,NA,235,108178,38089,0,0,0,0,0,NA,NA,0,NA,NA
"367","Fraser River","Stellako",2014,392766,0,0,0,0,NA,462,360512,31792,0,0,0,0,0,NA,NA,0,NA,NA
"368","Fraser River","Stellako",2015,74377,0,0,0,0,NA,66,53671,20640,0,0,0,0,0,NA,NA,0,NA,NA
"369","Fraser River","Stellako",2016,41997,0,0,0,0,NA,63,37097,4837,0,NA,0,0,0,NA,NA,0,NA,NA
"370","Fraser River","Stellako",2017,NA,0,0,0,0,NA,47,132511,27578,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"371","Fraser River","Stellako",2018,NA,0,0,0,NA,NA,9,200344,37000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"372","Fraser River","Stellako",2019,NA,0,0,NA,NA,NA,0,47000,4538,NA,NA,NA,189,NA,NA,NA,NA,NA,NA
"373","Fraser River","Stellako",2020,NA,0,NA,NA,NA,NA,NA,70248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Fraser River","Stellako",2021,NA,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Fraser River","Stellako",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
